,id,seccion,agrupacion_ganadora,CONSENSO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE DE TODOS_perc,FRENTE NOS_perc,FRENTE PATRIOTA_perc,JUNTOS POR EL CAMBIO_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,PARTIDO AUTONOMISTA_perc,UNITE POR LA LIBERTAD Y LA DIGNIDAD_perc,CONSENSO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE DE TODOS_votos,FRENTE NOS_votos,FRENTE PATRIOTA_votos,JUNTOS POR EL CAMBIO_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,PARTIDO AUTONOMISTA_votos,UNITE POR LA LIBERTAD Y LA DIGNIDAD_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
427,SAN JUAN_ALBARDON,"Albardon, San Juan",FRENTE DE TODOS,8.5,0.85,66.54,3.45,0.14,19.27,0.37,0.13,0.01,0.75,1343,134,10520,546,22,3046,58,20,2,118,81.35,20033,16297,1.99,0.2,0.81,324,32,132,SAN JUAN
428,SAN JUAN_ANGACO,"Angaco, San Juan",FRENTE DE TODOS,9.35,1.15,62.79,1.83,0.21,23.1,0.59,0.23,0.0,0.75,571,70,3836,112,13,1411,36,14,0,46,76.75,8271,6348,2.93,0.08,0.76,186,5,48,SAN JUAN
429,SAN JUAN_CALINGASTA,"Calingasta, San Juan",FRENTE DE TODOS,6.41,0.93,66.03,1.18,0.17,23.13,0.95,0.21,0.0,0.99,343,50,3534,63,9,1238,51,11,0,53,71.24,7899,5627,3.36,0.05,1.48,189,3,83,SAN JUAN
430,SAN JUAN_CAPITAL,"Capital, San Juan",JUNTOS POR EL CAMBIO,11.93,1.71,35.24,3.27,0.16,44.24,0.48,0.12,0.12,2.73,8135,1166,24032,2232,109,30170,327,84,80,1862,76.45,92072,70390,1.87,0.09,1.16,1314,61,818,SAN JUAN
431,SAN JUAN_CAUCETE,"Caucete, San Juan",FRENTE DE TODOS,8.89,1.24,62.63,3.28,0.15,22.31,0.47,0.12,0.01,0.9,1774,248,12500,655,29,4452,94,24,2,180,69.62,29354,20435,1.49,0.01,0.84,304,2,171,SAN JUAN
432,SAN JUAN_CHIMBAS,"Chimbas, San Juan",FRENTE DE TODOS,9.53,1.32,65.64,3.24,0.23,18.16,0.49,0.21,0.01,1.16,4696,653,32350,1598,115,8951,240,105,5,571,77.84,65465,50960,1.93,0.08,1.28,984,41,651,SAN JUAN
433,SAN JUAN_IGLESIA,"Iglesia, San Juan",FRENTE DE TODOS,10.84,1.4,54.08,1.46,0.37,29.76,1.17,0.25,0.0,0.68,528,68,2635,71,18,1450,57,12,0,33,71.94,7095,5104,3.43,0.16,0.96,175,8,49,SAN JUAN
434,SAN JUAN_JACHAL,"Jachal, San Juan",FRENTE DE TODOS,6.7,2.01,68.15,0.82,0.13,20.75,0.46,0.19,0.0,0.79,968,290,9844,119,19,2998,66,27,0,114,80.27,18526,14871,1.61,0.15,1.11,239,22,165,SAN JUAN
435,SAN JUAN_9 DE JULIO,"Nueve De Julio, San Juan",FRENTE DE TODOS,8.08,1.09,66.5,2.69,0.11,19.99,0.43,0.24,0.0,0.87,510,69,4198,170,7,1262,27,15,0,55,74.91,8714,6528,2.45,0.05,0.8,160,3,52,SAN JUAN
436,SAN JUAN_POCITO,"Pocito, San Juan",FRENTE DE TODOS,7.91,1.3,67.03,3.35,0.21,18.69,0.47,0.23,0.02,0.8,2537,416,21497,1074,67,5994,151,74,6,257,77.59,42794,33205,2.2,0.05,1.16,730,18,384,SAN JUAN
437,SAN JUAN_RAWSON,"Rawson, San Juan",FRENTE DE TODOS,11.72,1.79,56.61,3.77,0.2,23.56,0.45,0.19,0.15,1.55,8080,1234,39017,2595,137,16239,309,133,105,1069,77.14,92530,71379,1.94,0.11,1.4,1387,76,998,SAN JUAN
438,SAN JUAN_RIVADAVIA,"Rivadavia, San Juan",FRENTE DE TODOS,11.78,1.72,46.93,3.01,0.24,33.65,0.48,0.18,0.0,2.01,6232,908,24821,1591,129,17799,256,94,0,1062,77.74,70141,54528,1.82,0.12,1.05,993,68,575,SAN JUAN
439,SAN JUAN_SAN MARTIN,"San Martin, San Juan",FRENTE DE TODOS,9.4,1.07,66.71,2.57,0.21,18.74,0.43,0.18,0.01,0.68,676,77,4799,185,15,1348,31,13,1,49,80.04,9292,7437,2.31,0.0,0.95,172,0,71,SAN JUAN
440,SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",FRENTE DE TODOS,11.28,1.37,49.27,3.03,0.18,32.2,0.41,0.38,0.06,1.83,3428,416,14970,922,54,9783,124,114,17,557,75.07,42155,31647,2.61,0.08,1.3,826,26,410,SAN JUAN
441,SAN JUAN_SARMIENTO,"Sarmiento, San Juan",FRENTE DE TODOS,6.75,0.85,71.12,1.09,0.13,18.92,0.46,0.17,0.0,0.5,919,116,9677,148,18,2574,63,23,0,68,79.63,17601,14016,1.81,0.09,1.03,254,12,144,SAN JUAN
442,SAN JUAN_ULLUM,"Ullum, San Juan",FRENTE DE TODOS,5.19,0.62,81.05,1.04,0.13,11.42,0.06,0.23,0.0,0.26,160,19,2498,32,4,352,2,7,0,8,74.86,4184,3132,1.25,0.06,0.29,39,2,9,SAN JUAN
443,SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",FRENTE DE TODOS,8.39,0.8,70.81,1.05,0.07,17.86,0.47,0.13,0.0,0.42,377,36,3183,47,3,803,21,6,0,19,73.51,6293,4626,2.08,0.0,0.76,96,0,35,SAN JUAN
444,SAN JUAN_ZONDA,"Zonda, San Juan",FRENTE DE TODOS,8.13,0.95,72.29,1.02,0.03,16.3,0.3,0.13,0.0,0.85,248,29,2204,31,1,497,9,4,0,26,74.99,4155,3116,1.09,0.32,0.74,34,10,23,SAN JUAN
445,SAN LUIS_AYACUCHO,"Ayacucho, San Luis",FRENTE DE TODOS,5.25,1.34,64.99,2.28,0.28,23.82,0.62,0.25,0.17,0.98,647,165,8008,281,35,2935,77,31,21,121,72.33,17714,12813,2.54,0.09,1.2,326,12,154,SAN LUIS
446,SAN LUIS_BELGRANO,"Belgrano, San Luis",FRENTE DE TODOS,5.38,1.59,68.22,2.15,0.3,20.39,0.78,0.19,0.15,0.85,145,43,1840,58,8,550,21,5,4,23,67.92,4084,2774,1.62,0.4,0.76,45,11,21,SAN LUIS
447,SAN LUIS_CHACABUCO,"Chacabuco, San Luis",FRENTE DE TODOS,7.63,1.84,54.28,2.41,0.19,31.15,0.6,0.3,0.17,1.43,1061,256,7552,335,26,4334,84,42,23,199,73.73,19522,14394,1.93,0.06,1.35,278,9,195,SAN LUIS
448,SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",FRENTE DE TODOS,4.44,1.18,54.78,1.6,0.25,35.57,0.65,0.22,0.17,1.15,289,77,3564,104,16,2314,42,14,11,75,64.67,10469,6770,3.07,0.03,0.8,208,2,54,SAN LUIS
449,SAN LUIS_JUNIN,"Junin, San Luis",FRENTE DE TODOS,8.8,3.09,46.53,3.02,0.23,35.08,0.81,0.27,0.12,2.05,1785,626,9434,612,46,7112,165,55,25,416,72.19,29168,21057,1.89,0.11,1.71,397,24,360,SAN LUIS
450,SAN LUIS_GENERAL PEDERNERA,"Pedernera, San Luis",JUNTOS POR EL CAMBIO,8.98,2.85,37.78,4.43,0.43,41.4,0.87,0.4,0.26,2.61,6721,2135,28281,3316,319,30993,649,299,193,1953,74.78,104102,77844,2.05,0.06,1.73,1594,46,1345,SAN LUIS
451,SAN LUIS_CORONEL PRINGLES,"Pringles, San Luis",FRENTE DE TODOS,6.55,1.94,54.09,2.55,0.25,32.27,0.59,0.28,0.23,1.25,570,169,4710,222,22,2810,51,24,20,109,75.82,12022,9115,2.4,0.21,1.87,219,19,170,SAN LUIS
452,SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Pueyrredon, San Luis",FRENTE DE TODOS,10.02,3.37,44.26,4.3,0.44,33.23,1.05,0.41,0.28,2.64,12796,4304,56491,5491,558,42416,1343,525,353,3366,73.08,181977,132989,2.1,0.12,1.8,2794,158,2394,SAN LUIS
453,SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"San Martin, San Luis",FRENTE DE TODOS,4.83,1.03,71.74,1.95,0.14,18.94,0.38,0.14,0.07,0.79,141,30,2094,57,4,553,11,4,2,23,70.73,4233,2994,1.5,0.07,0.94,45,2,28,SAN LUIS
