,Unnamed: 0,id,seccion,agrupacion_ganadora,CONSENSO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE DE TODOS_perc,FRENTE NOS_perc,JUNTOS POR EL CAMBIO_perc,UNITE POR LA LIBERTAD Y LA DIGNIDAD_perc,CONSENSO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE DE TODOS_votos,FRENTE NOS_votos,JUNTOS POR EL CAMBIO_votos,UNITE POR LA LIBERTAD Y LA DIGNIDAD_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
121,121.0,BUENOS AIRES_SUIPACHA,"Suipacha, Buenos Aires",FRENTE DE TODOS,4.13,1.09,48.35,0.61,44.66,1.15,316,83,3697,47,3415,88,84.96,9273,7878,2.42,0.28,0.24,191,22,19,BUENOS AIRES
122,122.0,BUENOS AIRES_TANDIL,"Tandil, Buenos Aires",JUNTOS POR EL CAMBIO,7.76,1.96,40.26,1.05,47.26,1.72,6427,1620,33351,867,39149,1424,82.11,103395,84902,1.64,0.09,0.71,1389,74,601,BUENOS AIRES
123,123.0,BUENOS AIRES_TAPALQUE,"Tapalque, Buenos Aires",FRENTE DE TODOS,4.33,1.5,50.07,1.2,41.99,0.9,297,103,3433,82,2879,62,82.86,8525,7064,2.43,0.21,0.3,172,15,21,BUENOS AIRES
125,125.0,BUENOS AIRES_TORDILLO,"Tordillo, Buenos Aires",FRENTE DE TODOS,2.53,0.8,48.25,1.44,46.41,0.57,44,14,840,25,808,10,87.63,2085,1827,4.11,0.33,0.27,75,6,5,BUENOS AIRES
126,126.0,BUENOS AIRES_TORNQUIST,"Tornquist, Buenos Aires",JUNTOS POR EL CAMBIO,4.56,2.1,37.8,1.63,52.25,1.66,470,217,3900,168,5391,171,81.25,13059,10611,2.11,0.25,0.41,224,27,43,BUENOS AIRES
127,127.0,BUENOS AIRES_TRENQUE LAUQUEN,"Trenque Lauquen, Buenos Aires",JUNTOS POR EL CAMBIO,5.5,1.42,41.23,0.87,49.88,1.1,1670,430,12513,264,15138,335,81.45,38234,31143,1.91,0.19,0.45,596,58,139,BUENOS AIRES
128,128.0,BUENOS AIRES_TRES ARROYOS,"Tres Arroyos, Buenos Aires",FRENTE DE TODOS,6.04,2.15,47.19,1.15,41.91,1.56,2302,818,17985,439,15973,595,79.15,49684,39323,2.28,0.25,0.55,897,99,215,BUENOS AIRES
130,130.0,BUENOS AIRES_TRES LOMAS,"Tres Lomas, Buenos Aires",FRENTE DE TODOS,3.55,1.55,51.16,1.38,41.37,1.0,170,74,2450,66,1981,48,84.8,5882,4988,3.43,0.24,0.32,171,12,16,BUENOS AIRES
132,132.0,BUENOS AIRES_VILLA GESELL,"Villa Gesell, Buenos Aires",FRENTE DE TODOS,5.0,2.95,49.16,1.78,39.75,1.36,1023,605,10068,364,8140,278,75.83,27785,21068,1.72,0.17,0.92,362,35,193,BUENOS AIRES
133,133.0,BUENOS AIRES_VILLARINO,"Villarino, Buenos Aires",JUNTOS POR EL CAMBIO,4.24,1.74,37.54,1.04,53.89,1.54,736,303,6519,180,9358,268,80.93,22927,18554,5.33,0.29,0.8,989,53,148,BUENOS AIRES
206,205.0,CORDOBA_CALAMUCHITA,"Calamuchita, Cordoba",JUNTOS POR EL CAMBIO,5.38,1.93,33.92,1.67,55.75,1.36,2223,797,14020,689,23041,561,79.23,53868,42677,1.9,0.01,1.25,810,4,532,CORDOBA
207,206.0,CORDOBA_CAPITAL,"Capital, Cordoba",JUNTOS POR EL CAMBIO,4.55,2.03,24.38,1.37,66.32,1.34,38858,17285,208102,11724,566018,11447,79.13,1111038,879215,1.71,0.08,1.14,15055,687,10039,CORDOBA
208,207.0,CORDOBA_COLON,"Colon, Cordoba",JUNTOS POR EL CAMBIO,4.4,1.68,25.72,1.11,65.91,1.18,7923,3020,46311,1992,118659,2133,80.38,230853,185557,1.73,0.03,1.21,3214,62,2243,CORDOBA
209,208.0,CORDOBA_CRUZ DEL EJE,"Cruz Del Eje, Cordoba",FRENTE DE TODOS,3.94,1.11,51.75,1.43,41.06,0.72,1449,409,19046,525,15112,264,75.29,50209,37804,1.71,0.05,0.88,645,20,334,CORDOBA
210,209.0,CORDOBA_GENERAL ROCA,"General Roca, Cordoba",JUNTOS POR EL CAMBIO,4.89,0.84,36.64,1.07,55.46,1.1,1065,183,7978,233,12076,240,77.64,28800,22360,1.71,0.17,0.74,383,37,165,CORDOBA
211,210.0,CORDOBA_GENERAL SAN MARTIN,"General San Martin, Cordoba",JUNTOS POR EL CAMBIO,5.55,1.5,37.3,2.53,51.49,1.63,4958,1342,33312,2264,45989,1452,79.35,115394,91565,1.5,0.03,0.92,1373,31,844,CORDOBA
212,211.0,CORDOBA_ISCHILIN,"Ischilin, Cordoba",JUNTOS POR EL CAMBIO,4.46,1.16,41.51,1.26,50.8,0.81,936,244,8721,265,10671,170,77.66,27807,21596,1.7,0.02,1.0,368,5,216,CORDOBA
213,212.0,CORDOBA_JUAREZ CELMAN,"Juarez Celman, Cordoba",JUNTOS POR EL CAMBIO,5.54,1.42,33.54,1.83,56.35,1.33,2280,583,13813,754,23206,549,80.16,52854,42369,1.76,0.01,1.03,744,3,437,CORDOBA
214,213.0,CORDOBA_MARCOS JUAREZ,"Marcos Juarez, Cordoba",JUNTOS POR EL CAMBIO,5.97,1.15,31.48,1.39,58.42,1.58,4079,788,21500,947,39897,1079,80.13,87554,70155,2.06,0.04,0.55,1448,31,386,CORDOBA
215,214.0,CORDOBA_MINAS,"Minas, Cordoba",FRENTE DE TODOS,4.32,1.04,57.92,0.72,35.57,0.43,150,36,2011,25,1235,15,70.57,5077,3583,2.4,0.0,0.7,86,0,25,CORDOBA
216,215.0,CORDOBA_POCHO,"Pocho, Cordoba",FRENTE DE TODOS,2.83,1.13,48.45,2.45,44.8,0.35,90,36,1543,78,1427,11,69.28,4815,3336,3.84,0.0,0.69,128,0,23,CORDOBA
217,216.0,CORDOBA_PUNILLA,"Punilla, Cordoba",JUNTOS POR EL CAMBIO,5.01,2.15,28.88,1.61,60.79,1.55,6549,2815,37765,2110,79496,2033,77.81,173019,134622,1.46,0.04,1.36,1967,60,1827,CORDOBA
218,217.0,CORDOBA_RIO CUARTO,"Rio Cuarto, Cordoba",JUNTOS POR EL CAMBIO,6.79,1.43,31.9,1.48,57.02,1.37,11287,2379,53064,2469,94844,2279,80.16,213939,171486,1.61,0.05,1.36,2759,80,2325,CORDOBA
219,218.0,CORDOBA_RIO PRIMERO,"Rio Primero, Cordoba",JUNTOS POR EL CAMBIO,3.68,0.91,28.25,0.96,65.22,0.98,1210,298,9284,314,21433,323,81.46,41838,34081,2.0,0.85,0.72,682,291,246,CORDOBA
220,219.0,CORDOBA_RIO SECO,"Rio Seco, Cordoba",JUNTOS POR EL CAMBIO,3.41,0.61,45.23,0.98,49.39,0.38,302,54,4009,87,4378,34,74.03,12395,9176,2.36,0.0,1.04,217,0,95,CORDOBA
221,220.0,CORDOBA_RIO SEGUNDO,"Rio Segundo, Cordoba",JUNTOS POR EL CAMBIO,5.13,1.17,28.59,1.3,62.57,1.23,3755,859,20913,954,45771,901,82.22,91744,75429,1.98,0.04,1.0,1490,29,757,CORDOBA
222,221.0,CORDOBA_PRESIDENTE ROQUE SAENZ PEÑA,"Roque Saenz Pena, Cordoba",JUNTOS POR EL CAMBIO,5.17,1.39,33.52,1.07,57.52,1.34,1225,330,7950,253,13642,317,78.73,30965,24378,1.8,0.05,0.86,440,12,209,CORDOBA
223,222.0,CORDOBA_SAN ALBERTO,"San Alberto, Cordoba",JUNTOS POR EL CAMBIO,4.85,1.72,41.96,1.76,48.75,0.97,1295,459,11203,471,13016,258,78.48,35307,27710,2.46,0.06,1.12,681,17,310,CORDOBA
224,223.0,CORDOBA_SAN JAVIER,"San Javier, Cordoba",FRENTE DE TODOS,4.38,1.7,45.99,1.51,45.48,0.92,1618,629,16972,557,16784,341,77.99,49144,38329,2.56,0.05,1.11,982,20,426,CORDOBA
225,224.0,CORDOBA_SAN JUSTO,"San Justo, Cordoba",JUNTOS POR EL CAMBIO,6.08,1.08,30.98,1.19,59.02,1.63,8532,1522,43475,1675,82822,2294,79.74,180738,144116,1.66,0.01,0.96,2393,16,1387,CORDOBA
226,225.0,CORDOBA_SANTA MARIA,"Santa Maria, Cordoba",JUNTOS POR EL CAMBIO,5.11,1.55,27.31,1.16,63.67,1.2,3887,1179,20794,884,48479,914,80.99,97328,78822,2.1,0.04,1.27,1654,29,1002,CORDOBA
227,226.0,CORDOBA_SOBREMONTE,"Sobremonte, Cordoba",FRENTE DE TODOS,2.4,0.43,53.59,0.36,42.85,0.36,73,13,1627,11,1301,11,74.32,4248,3157,3.01,0.0,0.82,95,0,26,CORDOBA
228,227.0,CORDOBA_TERCERO ARRIBA,"Tercero Arriba, Cordoba",JUNTOS POR EL CAMBIO,5.79,1.39,28.71,1.6,60.85,1.65,4487,1081,22253,1240,47159,1280,80.57,98797,79597,1.66,0.02,0.95,1325,17,755,CORDOBA
229,228.0,CORDOBA_TOTORAL,"Totoral, Cordoba",JUNTOS POR EL CAMBIO,3.47,0.85,32.64,0.94,61.19,0.92,471,115,4433,127,8309,125,80.43,17313,13924,1.78,0.03,0.66,248,4,92,CORDOBA
230,229.0,CORDOBA_TULUMBA,"Tulumba, Cordoba",JUNTOS POR EL CAMBIO,3.4,0.93,44.58,0.74,49.71,0.63,302,83,3959,66,4414,56,74.82,12208,9134,1.81,0.03,0.94,165,3,86,CORDOBA
231,230.0,CORDOBA_UNION,"Union, Cordoba",JUNTOS POR EL CAMBIO,5.28,1.17,34.59,1.34,56.28,1.35,3718,823,24376,943,39655,951,76.98,93985,72352,1.84,0.01,0.75,1334,9,543,CORDOBA
257,256.0,ENTRE RIOS_COLON,"Colon, Entre Rios",JUNTOS POR EL CAMBIO,6.81,1.86,43.05,1.77,44.8,1.71,2950,805,18652,766,19409,741,79.27,55508,44000,0.6,0.02,0.91,265,10,402,ENTRE RIOS
258,257.0,ENTRE RIOS_CONCORDIA,"Concordia, Entre Rios",FRENTE DE TODOS,4.65,1.55,52.29,2.04,37.99,1.48,5276,1765,59363,2315,43122,1680,81.42,141631,115320,0.67,0.04,0.86,770,43,986,ENTRE RIOS
259,258.0,ENTRE RIOS_DIAMANTE,"Diamante, Entre Rios",JUNTOS POR EL CAMBIO,6.7,1.25,37.91,1.2,50.96,1.97,2134,399,12082,383,16242,629,77.93,41576,32399,0.66,0.03,0.94,215,9,306,ENTRE RIOS
260,259.0,ENTRE RIOS_FEDERACION,"Federacion, Entre Rios",JUNTOS POR EL CAMBIO,4.41,1.17,43.22,1.93,47.74,1.52,2166,577,21240,949,23460,749,82.82,60324,49959,0.83,0.05,0.76,414,25,379,ENTRE RIOS
261,260.0,ENTRE RIOS_FEDERAL,"Federal, Entre Rios",FRENTE DE TODOS,3.22,0.93,58.68,1.19,34.86,1.13,605,174,11035,224,6555,212,80.68,23700,19121,0.99,0.02,0.64,189,4,123,ENTRE RIOS
262,261.0,ENTRE RIOS_FELICIANO,"Feliciano, Entre Rios",FRENTE DE TODOS,3.18,0.8,60.23,1.24,34.05,0.51,323,81,6125,126,3463,52,78.67,13134,10332,0.79,0.06,0.72,82,6,74,ENTRE RIOS
263,262.0,ENTRE RIOS_GUALEGUAY,"Gualeguay, Entre Rios",JUNTOS POR EL CAMBIO,6.25,1.6,41.83,1.71,47.17,1.44,2245,575,15027,615,16947,518,79.74,45772,36499,0.84,0.08,0.65,306,28,238,ENTRE RIOS
264,263.0,ENTRE RIOS_GUALEGUAYCHU,"Gualeguaychu, Entre Rios",JUNTOS POR EL CAMBIO,6.67,1.76,39.76,1.62,48.54,1.65,5374,1420,32016,1303,39087,1331,83.64,97748,81757,0.65,0.03,0.82,531,23,672,ENTRE RIOS
265,264.0,ENTRE RIOS_ISLAS DEL IBICUY,"Islas Del Ibicuy, Entre Rios",FRENTE DE TODOS,4.66,1.67,55.02,1.8,35.98,0.87,430,154,5075,166,3319,80,80.02,11701,9363,0.72,0.0,0.77,67,0,72,ENTRE RIOS
266,265.0,ENTRE RIOS_LA PAZ,"La Paz, Entre Rios",FRENTE DE TODOS,4.26,1.0,55.76,1.8,36.13,1.05,1909,450,25004,808,16203,469,78.77,57806,45536,0.69,0.1,0.73,316,44,333,ENTRE RIOS
267,266.0,ENTRE RIOS_NOGOYA,"Nogoya, Entre Rios",FRENTE DE TODOS,7.23,1.5,44.64,1.09,44.26,1.28,1938,401,11958,291,11858,343,80.34,33824,27173,0.84,0.03,0.54,229,8,147,ENTRE RIOS
268,267.0,ENTRE RIOS_PARANA,"Parana, Entre Rios",JUNTOS POR EL CAMBIO,7.65,1.91,39.92,1.7,46.85,1.97,18816,4692,98142,4170,115159,4843,82.06,305554,250733,0.85,0.06,1.06,2122,140,2649,ENTRE RIOS
269,268.0,ENTRE RIOS_SAN SALVADOR,"San Salvador, Entre Rios",JUNTOS POR EL CAMBIO,4.45,0.86,43.96,1.48,48.21,1.04,588,114,5808,196,6370,137,82.69,16335,13507,1.49,0.01,0.67,201,2,91,ENTRE RIOS
270,269.0,ENTRE RIOS_TALA,"Tala, Entre Rios",FRENTE DE TODOS,6.25,1.43,45.26,1.5,44.18,1.38,1164,267,8427,280,8226,257,78.62,24126,18969,0.91,0.05,0.87,173,10,165,ENTRE RIOS
271,270.0,ENTRE RIOS_URUGUAY,"Uruguay, Entre Rios",JUNTOS POR EL CAMBIO,6.78,2.32,41.68,1.54,46.11,1.58,4665,1595,28701,1058,31748,1087,80.95,86427,69964,0.66,0.04,0.89,463,25,622,ENTRE RIOS
272,271.0,ENTRE RIOS_VICTORIA,"Victoria, Entre Rios",JUNTOS POR EL CAMBIO,7.89,1.51,42.83,0.95,45.42,1.41,1935,370,10509,234,11145,346,79.63,31209,24853,0.58,0.02,0.66,145,5,164,ENTRE RIOS
273,272.0,ENTRE RIOS_VILLAGUAY,"Villaguay, Entre Rios",FRENTE DE TODOS,5.13,1.63,47.59,1.92,42.36,1.38,1594,507,14797,596,13173,428,77.78,40709,31662,0.87,0.06,0.86,275,19,273,ENTRE RIOS
299,298.0,LA PAMPA_ATREUCO,"Atreuco, La Pampa",FRENTE DE TODOS,6.1,1.45,46.84,1.06,43.17,1.39,467,111,3584,81,3303,106,83.37,9318,7768,0.71,0.03,0.76,55,2,59,LA PAMPA
300,299.0,LA PAMPA_CALEU CALEU,"Caleu Caleu, La Pampa",FRENTE DE TODOS,4.96,1.15,66.11,1.45,24.58,1.76,65,15,866,19,322,23,81.31,1632,1327,0.45,0.0,0.83,6,0,11,LA PAMPA
301,300.0,LA PAMPA_CAPITAL,"Capital, La Pampa",FRENTE DE TODOS,6.83,2.48,54.27,1.8,32.84,1.79,4944,1793,39292,1300,23781,1294,80.98,90939,73645,0.65,0.07,0.97,477,53,711,LA PAMPA
302,301.0,LA PAMPA_CATRILO,"Catrilo, La Pampa",FRENTE DE TODOS,5.85,1.98,51.21,1.34,38.97,0.65,296,100,2590,68,1971,33,82.35,6221,5123,0.41,0.02,0.84,21,1,43,LA PAMPA
303,302.0,LA PAMPA_CHALILEO,"Chalileo, La Pampa",FRENTE DE TODOS,6.79,2.69,59.07,2.96,27.02,1.48,101,40,879,44,402,22,79.93,1883,1505,0.27,0.33,0.53,4,5,8,LA PAMPA
304,303.0,LA PAMPA_CHAPALEUFU,"Chapaleufu, La Pampa",FRENTE DE TODOS,5.44,1.24,47.48,2.1,42.78,0.96,442,101,3858,171,3476,78,82.52,9979,8235,0.5,0.06,0.77,41,5,63,LA PAMPA
305,304.0,LA PAMPA_CHICAL CO,"Chical-Co, La Pampa",FRENTE DE TODOS,6.41,2.97,61.44,5.26,22.2,1.72,67,31,642,55,232,18,79.25,1340,1062,1.13,0.19,0.28,12,2,3,LA PAMPA
306,305.0,LA PAMPA_CONHELO,"Conhelo, La Pampa",FRENTE DE TODOS,6.23,1.46,52.21,1.48,37.12,1.51,633,148,5306,150,3773,153,81.52,12614,10283,0.53,0.03,0.6,55,3,62,LA PAMPA
307,306.0,LA PAMPA_CURACO,"Curaco, La Pampa",FRENTE DE TODOS,6.3,2.0,68.05,2.61,20.43,0.61,41,13,443,17,133,4,78.29,843,660,1.06,0.0,0.3,7,0,2,LA PAMPA
308,307.0,LA PAMPA_GUATRACHE,"Guatrache, La Pampa",JUNTOS POR EL CAMBIO,6.44,1.58,36.0,1.48,52.84,1.65,382,94,2136,88,3135,98,75.75,7941,6015,0.88,0.03,0.45,53,2,27,LA PAMPA
309,308.0,LA PAMPA_HUCAL,"Hucal, La Pampa",JUNTOS POR EL CAMBIO,7.88,1.63,39.46,0.91,48.5,1.61,425,88,2127,49,2614,87,80.67,6778,5468,0.48,0.07,0.88,26,4,48,LA PAMPA
310,309.0,LA PAMPA_LIHUEL CALEL,"Lihuel Calel, La Pampa",FRENTE DE TODOS,7.89,2.63,47.89,1.58,39.47,0.53,15,5,91,3,75,1,78.4,250,196,0.0,2.04,1.02,0,4,2,LA PAMPA
311,310.0,LA PAMPA_LIMAY MAHUIDA,"Limay Mahuida, La Pampa",FRENTE DE TODOS,4.23,1.21,52.87,0.91,40.79,0.0,14,4,175,3,135,0,77.47,435,337,0.89,0.89,0.0,3,3,0,LA PAMPA
312,311.0,LA PAMPA_LOVENTUE,"Loventue, La Pampa",FRENTE DE TODOS,5.13,1.89,58.82,1.45,31.84,0.86,309,114,3541,87,1917,52,81.21,7531,6116,0.62,0.08,0.87,38,5,53,LA PAMPA
313,312.0,LA PAMPA_MARACO,"Maraco, La Pampa",FRENTE DE TODOS,7.21,2.23,44.69,2.91,41.13,1.82,2964,917,18369,1198,16907,749,82.57,50740,41896,0.56,0.05,1.28,235,21,536,LA PAMPA
314,313.0,LA PAMPA_PUELEN,"Puelen, La Pampa",FRENTE DE TODOS,8.09,2.42,54.85,4.86,28.63,1.15,535,160,3626,321,1893,76,79.99,8417,6733,0.62,0.03,1.16,42,2,78,LA PAMPA
315,314.0,LA PAMPA_QUEMU QUEMU,"Quemu Quemu, La Pampa",JUNTOS POR EL CAMBIO,6.58,2.52,42.84,1.72,45.1,1.23,368,141,2395,96,2521,69,82.07,6932,5689,0.93,0.02,0.79,53,1,45,LA PAMPA
316,315.0,LA PAMPA_RANCUL,"Rancul, La Pampa",FRENTE DE TODOS,4.96,1.21,52.64,1.31,39.12,0.76,366,89,3885,97,2887,56,80.32,9339,7501,0.68,0.05,0.88,51,4,66,LA PAMPA
317,316.0,LA PAMPA_REALICO,"Realico, La Pampa",FRENTE DE TODOS,5.98,1.29,45.18,2.15,44.32,1.08,701,151,5294,252,5193,127,81.75,14562,11905,0.67,0.05,0.85,80,6,101,LA PAMPA
318,317.0,LA PAMPA_TOAY,"Toay, La Pampa",FRENTE DE TODOS,6.46,2.05,54.88,1.55,33.87,1.18,682,216,5793,164,3575,125,81.67,13129,10722,0.73,0.11,0.72,78,12,77,LA PAMPA
319,318.0,LA PAMPA_TRENEL,"Trenel, La Pampa",FRENTE DE TODOS,5.41,1.05,55.84,2.33,33.85,1.51,211,41,2179,91,1321,59,82.1,4820,3957,0.94,0.05,0.4,37,2,16,LA PAMPA
320,319.0,LA PAMPA_UTRACAN,"Utracan, La Pampa",FRENTE DE TODOS,6.66,2.08,44.16,1.72,43.78,1.59,662,207,4390,171,4352,158,80.03,12636,10112,0.68,0.02,1.0,69,2,101,LA PAMPA
461,460.0,SANTA FE_BELGRANO,"Belgrano, Santa Fe",JUNTOS POR EL CAMBIO,8.92,1.02,35.07,1.66,52.0,1.32,2729,313,10728,508,15906,403,80.78,38676,31242,0.94,0.14,1.02,293,43,319,SANTA FE
462,461.0,SANTA FE_CASEROS,"Caseros, Santa Fe",JUNTOS POR EL CAMBIO,9.76,1.62,34.42,1.15,51.04,2.02,5496,911,19389,649,28749,1137,80.2,71775,57561,0.92,0.06,1.16,530,35,665,SANTA FE
463,462.0,SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",JUNTOS POR EL CAMBIO,6.43,1.08,30.82,1.47,58.64,1.55,7552,1267,36177,1727,68836,1823,80.8,147941,119539,0.56,0.06,1.18,675,77,1405,SANTA FE
464,463.0,SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",FRENTE DE TODOS,8.91,1.78,45.13,1.58,40.6,2.0,5316,1063,26936,941,24234,1196,81.69,74652,60983,0.82,0.09,1.22,500,56,741,SANTA FE
465,464.0,SANTA FE_GARAY,"Garay, Santa Fe",FRENTE DE TODOS,6.4,0.9,50.36,0.63,40.7,1.0,899,127,7076,89,5718,141,75.04,19239,14436,0.95,0.17,1.55,137,25,224,SANTA FE
466,465.0,SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",JUNTOS POR EL CAMBIO,7.94,1.53,37.66,1.43,49.69,1.75,10195,1966,48362,1836,63804,2246,79.64,164297,130847,0.71,0.07,1.08,933,93,1412,SANTA FE
467,466.0,SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",FRENTE DE TODOS,5.04,0.79,47.17,1.03,44.66,1.3,5889,922,55129,1207,52198,1523,80.01,148454,118784,0.46,0.08,1.08,542,97,1277,SANTA FE
468,467.0,SANTA FE_IRIONDO,"Iriondo, Santa Fe",JUNTOS POR EL CAMBIO,9.69,1.46,40.72,1.69,44.57,1.87,4417,666,18553,769,20306,851,80.08,58149,46566,0.89,0.07,1.19,416,34,554,SANTA FE
469,468.0,SANTA FE_LA CAPITAL,"La Capital, Santa Fe",JUNTOS POR EL CAMBIO,9.04,1.38,41.2,1.78,44.31,2.28,30429,4661,138662,5996,149131,7682,77.74,441912,343562,0.52,0.1,1.41,1797,343,4861,SANTA FE
470,469.0,SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",JUNTOS POR EL CAMBIO,7.61,0.8,26.73,1.24,61.89,1.73,5429,572,19066,882,44142,1237,82.19,88623,72837,0.7,0.12,1.25,508,91,910,SANTA FE
471,470.0,SANTA FE_9 DE JULIO,"Nueve De Julio, Santa Fe",JUNTOS POR EL CAMBIO,4.24,0.63,44.45,2.18,47.63,0.86,795,118,8329,409,8926,162,73.77,25835,19058,0.54,0.06,1.08,102,12,205,SANTA FE
472,471.0,SANTA FE_ROSARIO,"Rosario, Santa Fe",FRENTE DE TODOS,10.6,1.81,46.58,1.59,37.41,2.0,84810,14468,372803,12756,299405,16042,79.65,1027023,818037,0.64,0.1,1.43,5213,848,11692,SANTA FE
473,472.0,SANTA FE_SAN CRISTOBAL,"San Cristobal, Santa Fe",JUNTOS POR EL CAMBIO,5.91,0.78,42.54,0.9,48.68,1.18,2607,342,18754,397,21462,522,76.42,58782,44921,0.72,0.09,1.05,325,42,470,SANTA FE
474,473.0,SANTA FE_SAN JAVIER,"San Javier, Santa Fe",FRENTE DE TODOS,4.49,0.89,51.89,0.75,41.05,0.92,895,177,10337,150,8178,183,76.41,26647,20361,0.79,0.03,1.35,161,6,274,SANTA FE
475,474.0,SANTA FE_SAN JERONIMO,"San Jeronimo, Santa Fe",FRENTE DE TODOS,8.13,1.07,43.95,1.44,43.55,1.87,4348,574,23516,773,23302,999,79.24,68882,54585,0.74,0.06,1.16,406,34,633,SANTA FE
476,475.0,SANTA FE_SAN JUSTO,"San Justo, Santa Fe",JUNTOS POR EL CAMBIO,6.73,0.82,37.91,1.09,52.02,1.44,1897,232,10688,306,14666,405,78.8,36526,28782,0.51,0.16,1.38,147,45,396,SANTA FE
477,476.0,SANTA FE_SAN LORENZO,"San Lorenzo, Santa Fe",FRENTE DE TODOS,10.78,1.55,45.89,2.2,37.55,2.02,12641,1820,53798,2580,44025,2371,81.48,147046,119809,0.62,0.07,1.46,737,87,1750,SANTA FE
478,477.0,SANTA FE_SAN MARTIN,"San Martin, Santa Fe",JUNTOS POR EL CAMBIO,8.48,1.16,33.82,1.63,53.22,1.69,3596,493,14350,693,22580,715,80.0,54297,43439,0.63,0.02,1.69,272,8,732,SANTA FE
479,478.0,SANTA FE_VERA,"Vera, Santa Fe",FRENTE DE TODOS,4.85,1.02,53.1,0.8,39.26,0.97,1573,329,17208,260,12721,315,74.32,44375,32981,0.52,0.08,1.14,173,25,377,SANTA FE
