,Unnamed: 0,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,distrito
390,390,RIO NEGRO_25 DE MAYO,"25 De Mayo, Rio Negro",UNION POR LA PATRIA,2.85,4.27,14.06,26.96,51.85,231,346,1139,2184,4200,71.09,12881,9157,10.08,0.19,1.28,923,17,RIO NEGRO
391,391,RIO NEGRO_9 DE JULIO,"9 De Julio, Rio Negro",UNION POR LA PATRIA,1.43,3.54,9.27,26.53,59.23,30,74,194,555,1239,76.52,3216,2461,13.65,0.49,0.85,336,12,RIO NEGRO
392,392,RIO NEGRO_ADOLFO ALSINA,"Adolfo Alsina, Rio Negro",UNION POR LA PATRIA,3.56,6.3,20.66,31.53,37.95,1517,2680,8797,13423,16156,76.18,58223,44357,2.2,0.49,1.33,977,219,RIO NEGRO
393,393,RIO NEGRO_AVELLANEDA,"Avellaneda, Rio Negro",UNION POR LA PATRIA,2.59,5.73,15.92,36.55,39.21,619,1366,3799,8719,9353,78.66,31927,25115,3.31,0.26,1.44,831,66,RIO NEGRO
394,394,RIO NEGRO_BARILOCHE,"Bariloche, Rio Negro",UNION POR LA PATRIA,5.24,8.17,19.94,27.13,39.52,4859,7577,18494,25169,36657,74.26,129508,96177,2.07,0.08,1.41,1990,76,RIO NEGRO
395,395,RIO NEGRO_CONESA,"Conesa, Rio Negro",LA LIBERTAD AVANZA,2.55,5.26,16.85,38.61,36.74,104,214,686,1572,1496,71.77,5869,4212,2.09,0.19,1.04,88,8,RIO NEGRO
396,396,RIO NEGRO_EL CUY,"El Cuy, Rio Negro",UNION POR LA PATRIA,5.16,4.27,11.48,30.3,48.78,121,100,269,710,1143,71.61,3459,2477,3.19,0.2,2.02,79,5,RIO NEGRO
397,397,RIO NEGRO_GENERAL ROCA,"General Roca, Rio Negro",LA LIBERTAD AVANZA,4.0,5.53,17.45,37.23,35.79,8944,12365,38998,83233,80004,79.57,293624,233642,2.67,0.15,1.51,6241,340,RIO NEGRO
398,398,RIO NEGRO_PICHI MAHUIDA,"Pichi Mahuida, Rio Negro",UNION POR LA PATRIA,2.84,6.74,21.06,34.38,34.97,268,635,1985,3240,3296,74.97,13054,9787,2.35,0.17,1.19,230,17,RIO NEGRO
399,399,RIO NEGRO_PILCANIYEU,"Pilcaniyeu, Rio Negro",UNION POR LA PATRIA,3.82,6.55,19.32,25.7,44.61,236,404,1192,1586,2753,74.99,8626,6469,3.22,0.12,1.27,208,8,RIO NEGRO
400,400,RIO NEGRO_SAN ANTONIO,"San Antonio, Rio Negro",UNION POR LA PATRIA,3.08,7.57,17.31,33.07,38.97,632,1553,3551,6783,7995,72.3,30021,21706,4.22,0.06,1.21,917,12,RIO NEGRO
401,401,RIO NEGRO_VALCHETA,"Valcheta, Rio Negro",UNION POR LA PATRIA,2.77,4.82,15.88,28.06,48.47,74,129,425,751,1297,67.73,4131,2798,1.64,0.25,2.47,46,7,RIO NEGRO
402,402,RIO NEGRO_ÑORQUINCO,"Ñorquinco, Rio Negro",UNION POR LA PATRIA,1.77,4.93,10.11,14.16,69.03,14,39,80,112,546,59.9,1429,856,6.66,0.0,0.93,57,0,RIO NEGRO
454,454,SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",LA LIBERTAD AVANZA,2.2,5.86,13.65,39.77,38.52,176,468,1090,3177,3077,75.6,11598,8768,7.48,0.15,1.27,656,13,SANTA CRUZ
455,455,SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",UNION POR LA PATRIA,2.94,8.55,13.69,37.35,37.48,1857,5410,8655,23619,23700,69.84,100131,69929,7.63,0.18,1.76,5333,124,SANTA CRUZ
456,456,SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",UNION POR LA PATRIA,2.61,5.35,19.97,34.75,37.32,1833,3754,13997,24359,26160,70.22,106299,74647,4.34,0.1,1.66,3236,71,SANTA CRUZ
457,457,SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",UNION POR LA PATRIA,4.3,5.34,13.84,33.19,43.33,616,766,1985,4759,6212,68.93,22121,15248,3.63,0.31,2.03,553,47,SANTA CRUZ
458,458,SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",UNION POR LA PATRIA,2.6,4.19,12.64,38.19,42.38,176,283,854,2581,2864,71.38,10477,7479,7.97,0.24,1.43,596,18,SANTA CRUZ
459,459,SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",LA LIBERTAD AVANZA,2.83,7.32,17.54,44.07,28.24,184,476,1141,2867,1837,68.26,10403,7101,7.28,0.15,0.96,517,11,SANTA CRUZ
460,460,SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",UNION POR LA PATRIA,3.73,5.42,13.35,34.8,42.69,106,154,379,988,1212,74.79,4371,3269,11.53,0.43,1.19,377,14,SANTA CRUZ
507,507,TIERRA DEL FUEGO_ANTARTIDA ARGENTINA,"Antartida Argentina, Tierra Del Fuego",LA LIBERTAD AVANZA,2.01,3.02,22.11,68.84,4.02,4,6,44,137,8,70.53,285,201,0.5,0.0,0.5,1,0,TIERRA DEL FUEGO
508,508,TIERRA DEL FUEGO_RIO GRANDE,"Rio Grande, Tierra Del Fuego",UNION POR LA PATRIA,3.97,8.18,13.36,32.09,42.4,2219,4576,7473,17943,23712,75.5,76463,57732,1.31,0.12,1.7,759,71,TIERRA DEL FUEGO
509,509,TIERRA DEL FUEGO_TOLHUIN,"Tolhuin, Tierra Del Fuego",LA LIBERTAD AVANZA,2.14,5.78,10.54,45.73,35.82,88,238,434,1883,1475,73.51,5780,4249,1.08,0.31,1.69,46,13,TIERRA DEL FUEGO
510,510,TIERRA DEL FUEGO_USHUAIA,"Ushuaia, Tierra Del Fuego",LA LIBERTAD AVANZA,3.88,10.67,17.27,34.72,33.46,1780,4894,7924,15928,15353,72.54,65440,47470,1.65,0.16,1.55,782,75,TIERRA DEL FUEGO
