,Unnamed: 0,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,distrito
440,440,SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",JUNTOS POR EL CAMBIO,1.56,0.31,0.19,1.71,38.94,33.14,0.26,0.17,0.39,0.57,0.22,0.09,0.0,0.0,22.45,469.0,93.0,57.0,515.0,11704.0,9960.0,77.0,51.0,118.0,172.0,65.0,28.0,0.0,0.0,6747.0,69.92,45066,31511,3.24,0.04,1.33,1022,14,SAN JUAN
441,441,SAN JUAN_SARMIENTO,"Sarmiento, San Juan",LA LIBERTAD AVANZA,0.7,0.0,0.45,0.96,23.59,43.53,0.37,0.32,0.64,0.32,0.54,0.0,0.0,0.01,28.57,94.0,0.0,60.0,129.0,3163.0,5837.0,49.0,43.0,86.0,43.0,73.0,0.0,0.0,1.0,3830.0,71.71,19735,14151,4.37,0.03,0.85,619,4,SAN JUAN
442,442,SAN JUAN_ULLUM,"Ullum, San Juan",UNION POR LA PATRIA,0.56,0.0,0.25,0.48,14.68,26.41,0.31,0.53,0.84,2.11,0.48,0.0,0.0,0.0,53.35,20.0,0.0,9.0,17.0,522.0,939.0,11.0,19.0,30.0,75.0,17.0,0.0,0.0,0.0,1897.0,76.44,4787,3659,2.49,0.0,0.33,91,0,SAN JUAN
443,443,SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",UNION POR LA PATRIA,0.51,0.0,0.47,1.72,26.95,28.88,0.25,0.25,0.56,1.16,0.4,0.0,0.0,0.0,38.84,23.0,0.0,21.0,77.0,1204.0,1290.0,11.0,11.0,25.0,52.0,18.0,0.0,0.0,0.0,1735.0,67.39,6888,4642,2.87,0.02,0.88,133,1,SAN JUAN
444,444,SAN JUAN_ZONDA,"Zonda, San Juan",UNION POR LA PATRIA,0.88,0.0,0.28,0.6,19.51,31.56,0.6,0.03,0.5,0.44,0.28,0.0,0.0,0.0,45.31,28.0,0.0,9.0,19.0,620.0,1003.0,19.0,1.0,16.0,14.0,9.0,0.0,0.0,0.0,1440.0,68.88,4804,3309,3.08,0.06,0.82,102,2,SAN JUAN
445,445,SAN LUIS_AYACUCHO,"Ayacucho, San Luis",LA LIBERTAD AVANZA,1.38,0.0,0.76,3.19,21.81,44.31,0.42,0.54,0.65,0.75,0.51,0.04,0.0,0.02,25.62,159.0,0.0,88.0,369.0,2521.0,5121.0,48.0,62.0,75.0,87.0,59.0,5.0,0.0,2.0,2961.0,65.11,19035,12394,5.31,0.02,1.43,658,2,SAN LUIS
446,446,SAN LUIS_BELGRANO,"Belgrano, San Luis",LA LIBERTAD AVANZA,1.22,0.0,1.12,1.58,24.25,40.68,0.33,0.79,0.79,1.02,0.79,0.07,0.0,0.03,27.32,37.0,0.0,34.0,48.0,735.0,1233.0,10.0,24.0,24.0,31.0,24.0,2.0,0.0,1.0,828.0,68.21,4747,3238,5.5,0.34,0.56,178,11,SAN LUIS
447,447,SAN LUIS_CHACABUCO,"Chacabuco, San Luis",LA LIBERTAD AVANZA,1.26,0.0,0.57,4.41,23.21,48.02,0.26,0.29,0.73,0.53,0.48,0.06,0.01,0.02,20.16,158.0,0.0,71.0,553.0,2910.0,6021.0,33.0,36.0,91.0,67.0,60.0,8.0,1.0,2.0,2528.0,63.44,20964,13300,4.42,0.02,1.28,588,3,SAN LUIS
448,448,SAN LUIS_CORONEL PRINGLES,"Coronel Pringles, San Luis",LA LIBERTAD AVANZA,1.01,0.01,0.37,1.77,25.61,48.84,0.23,0.35,0.38,0.47,0.26,0.06,0.0,0.0,20.63,84.0,1.0,31.0,148.0,2137.0,4075.0,19.0,29.0,32.0,39.0,22.0,5.0,0.0,0.0,1721.0,68.28,13094,8941,4.94,0.2,1.54,442,18,SAN LUIS
449,449,SAN LUIS_GENERAL PEDERNERA,"General Pedernera, San Luis",LA LIBERTAD AVANZA,1.18,0.03,0.35,3.38,24.85,51.85,0.28,0.26,0.39,0.58,0.32,0.7,0.01,0.01,15.8,919.0,21.0,272.0,2635.0,19365.0,40398.0,219.0,203.0,307.0,454.0,249.0,542.0,10.0,11.0,12312.0,70.05,116553,81643,3.05,0.04,1.48,2491,29,SAN LUIS
450,450,SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",LA LIBERTAD AVANZA,0.65,0.02,0.72,1.55,27.92,43.27,0.28,0.42,0.77,0.49,0.57,0.03,0.02,0.0,23.29,40.0,1.0,44.0,95.0,1708.0,2647.0,17.0,26.0,47.0,30.0,35.0,2.0,1.0,0.0,1425.0,58.29,11293,6583,6.47,0.05,0.55,426,3,SAN LUIS
451,451,SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Juan Martin De Pueyrredon, San Luis",LA LIBERTAD AVANZA,1.68,0.14,0.39,2.43,23.71,51.1,0.35,0.28,0.46,1.5,0.36,0.35,0.02,0.01,17.22,2187.0,185.0,503.0,3155.0,30780.0,66331.0,451.0,358.0,592.0,1952.0,465.0,454.0,24.0,9.0,22358.0,69.06,197874,136652,3.37,0.17,1.47,4600,239,SAN LUIS
452,452,SAN LUIS_JUNIN,"Junin, San Luis",LA LIBERTAD AVANZA,1.65,0.06,0.29,5.79,27.23,41.58,0.31,0.24,0.39,0.46,0.29,0.99,0.01,0.01,20.69,348.0,12.0,61.0,1218.0,5728.0,8747.0,66.0,50.0,81.0,97.0,62.0,208.0,3.0,2.0,4353.0,65.4,33732,22062,2.97,0.07,1.61,655,16,SAN LUIS
453,453,SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"Libertador General San Martin, San Luis",LA LIBERTAD AVANZA,0.35,0.0,0.9,1.64,27.15,35.08,0.43,0.59,0.59,0.47,0.43,0.04,0.0,0.0,32.34,9.0,0.0,23.0,42.0,695.0,898.0,11.0,15.0,15.0,12.0,11.0,1.0,0.0,0.0,828.0,62.0,4450,2759,6.23,0.07,0.91,172,2,SAN LUIS
