,Unnamed: 0,id,seccion,agrupacion_ganadora,CONSENSO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE DE TODOS_perc,FRENTE NOS_perc,JUNTOS POR EL CAMBIO_perc,UNITE POR LA LIBERTAD Y LA DIGNIDAD_perc,CONSENSO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE DE TODOS_votos,FRENTE NOS_votos,JUNTOS POR EL CAMBIO_votos,UNITE POR LA LIBERTAD Y LA DIGNIDAD_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
489,488.0,SANTIAGO DEL ESTERO_FIGUEROA,"Figueroa, Santiago Del Estero",FRENTE DE TODOS,0.88,0.26,93.18,1.58,3.8,0.3,91,27,9639,163,393,31,75.99,13736,10438,0.61,0.15,0.13,64,16,14,SANTIAGO DEL ESTERO
490,489.0,SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",FRENTE DE TODOS,1.03,0.44,92.97,0.35,4.92,0.28,58,25,5252,20,278,16,81.52,7017,5720,0.8,0.07,0.37,46,4,21,SANTIAGO DEL ESTERO
491,490.0,SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",FRENTE DE TODOS,1.06,0.37,91.02,0.26,7.21,0.1,87,30,7476,21,592,8,77.67,10670,8287,0.65,0.01,0.22,54,1,18,SANTIAGO DEL ESTERO
492,491.0,SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Juan F. Ibarra, Santiago Del Estero",FRENTE DE TODOS,0.95,0.57,81.83,5.42,10.92,0.31,101,60,8672,574,1157,33,79.54,13431,10683,0.66,0.01,0.14,70,1,15,SANTIAGO DEL ESTERO
493,492.0,SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",FRENTE DE TODOS,2.29,0.75,79.13,1.12,16.1,0.62,313,102,10827,153,2203,85,76.01,18237,13862,0.87,0.04,0.38,120,6,53,SANTIAGO DEL ESTERO
494,493.0,SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",FRENTE DE TODOS,1.78,0.14,70.41,1.23,26.3,0.14,13,1,514,9,192,1,69.63,1080,752,2.13,0.27,0.53,16,2,4,SANTIAGO DEL ESTERO
495,494.0,SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",FRENTE DE TODOS,1.57,0.51,78.79,1.68,17.15,0.31,313,101,15721,335,3422,62,77.1,26195,20197,0.76,0.07,0.37,154,15,74,SANTIAGO DEL ESTERO
496,495.0,SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",FRENTE DE TODOS,2.14,0.57,76.24,1.02,19.52,0.5,213,57,7594,102,1944,50,79.12,12818,10141,1.18,0.09,0.51,120,9,52,SANTIAGO DEL ESTERO
497,496.0,SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",FRENTE DE TODOS,1.17,0.17,87.06,0.59,10.74,0.27,155,23,11572,78,1428,36,77.93,17206,13409,0.58,0.1,0.19,78,13,26,SANTIAGO DEL ESTERO
498,497.0,SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",FRENTE DE TODOS,2.93,0.78,76.94,0.47,18.02,0.87,176,47,4621,28,1082,52,76.63,7994,6126,1.26,0.08,0.62,77,5,38,SANTIAGO DEL ESTERO
499,498.0,SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",FRENTE DE TODOS,2.58,0.97,83.91,1.03,10.72,0.78,975,368,31689,388,4048,296,79.75,48178,38424,1.0,0.02,0.7,383,9,268,SANTIAGO DEL ESTERO
500,499.0,SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",FRENTE DE TODOS,2.61,0.62,53.75,0.45,42.16,0.41,76,18,1563,13,1226,12,83.44,3527,2943,0.78,0.24,0.17,23,7,5,SANTIAGO DEL ESTERO
501,500.0,SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",FRENTE DE TODOS,2.61,0.59,78.65,1.32,16.34,0.5,780,175,23493,394,4882,148,80.91,37434,30288,0.92,0.01,0.44,280,4,132,SANTIAGO DEL ESTERO
502,501.0,SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",FRENTE DE TODOS,0.94,0.25,88.97,0.63,8.96,0.25,63,17,5968,42,601,17,76.68,8838,6777,0.81,0.01,0.19,55,1,13,SANTIAGO DEL ESTERO
503,502.0,SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",FRENTE DE TODOS,1.14,0.4,92.07,0.57,5.64,0.18,62,22,5024,31,308,10,77.63,7089,5503,0.73,0.04,0.07,40,2,4,SANTIAGO DEL ESTERO
504,503.0,SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",FRENTE DE TODOS,1.14,0.28,89.26,0.45,8.58,0.28,28,7,2194,11,211,7,76.88,3223,2478,0.56,0.0,0.24,14,0,6,SANTIAGO DEL ESTERO
505,504.0,SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",FRENTE DE TODOS,1.34,0.67,90.18,0.49,6.99,0.32,80,40,5365,29,416,19,82.28,7321,6024,1.01,0.0,0.23,61,0,14,SANTIAGO DEL ESTERO
506,505.0,SANTIAGO DEL ESTERO_GENERAL TABOADA,"Taboada, Santiago Del Estero",FRENTE DE TODOS,2.14,0.63,77.64,2.36,16.67,0.57,563,165,20467,621,4396,151,80.29,33321,26752,1.13,0.05,0.28,301,14,74,SANTIAGO DEL ESTERO
511,510.0,TUCUMAN_JUAN BAUTISTA ALBERDI,"Alberdi, Tucuman",FRENTE DE TODOS,2.98,0.8,66.31,1.2,28.13,0.58,618,166,13746,249,5831,120,83.26,25208,20989,0.48,0.1,0.66,101,20,138,TUCUMAN
512,511.0,TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",FRENTE DE TODOS,2.62,0.5,75.89,1.17,19.52,0.3,718,137,20758,319,5338,83,81.17,34126,27699,0.57,0.15,0.53,158,42,146,TUCUMAN
513,512.0,TUCUMAN_CAPITAL,"Capital, Tucuman",FRENTE DE TODOS,4.91,1.62,45.81,2.54,44.1,1.02,17605,5830,164415,9106,158268,3676,81.55,449601,366654,0.85,0.1,1.16,3134,379,4241,TUCUMAN
514,513.0,TUCUMAN_CHICLIGASTA,"Chicligasta, Tucuman",FRENTE DE TODOS,3.68,0.73,62.11,1.8,30.61,1.08,2080,413,35128,1017,17314,609,84.54,67873,57381,0.45,0.11,0.87,258,64,498,TUCUMAN
515,514.0,TUCUMAN_CRUZ ALTA,"Cruz Alta, Tucuman",FRENTE DE TODOS,3.67,1.14,67.81,2.12,24.61,0.65,4764,1475,88023,2750,31945,842,84.36,156586,132096,0.75,0.12,0.87,989,163,1145,TUCUMAN
516,515.0,TUCUMAN_FAMAILLA,"Famailla, Tucuman",FRENTE DE TODOS,4.06,1.04,67.02,2.03,25.18,0.68,969,247,15983,483,6004,161,81.03,30059,24356,1.02,0.14,0.92,249,35,225,TUCUMAN
517,516.0,TUCUMAN_GRANEROS,"Graneros, Tucuman",FRENTE DE TODOS,1.97,0.37,80.01,1.42,15.87,0.36,189,36,7686,136,1524,35,82.61,11758,9713,0.49,0.15,0.45,48,15,44,TUCUMAN
518,517.0,TUCUMAN_LA COCHA,"La Cocha, Tucuman",FRENTE DE TODOS,2.49,0.5,71.94,0.84,23.8,0.42,336,68,9716,114,3214,57,84.66,16156,13677,0.51,0.13,0.61,70,18,84,TUCUMAN
519,518.0,TUCUMAN_LEALES,"Leales, Tucuman",FRENTE DE TODOS,3.3,0.77,72.72,1.39,21.34,0.48,1328,309,29227,559,8576,191,84.6,48192,40772,0.58,0.13,0.72,235,53,294,TUCUMAN
520,519.0,TUCUMAN_LULES,"Lules, Tucuman",FRENTE DE TODOS,4.28,1.03,59.96,2.1,31.81,0.81,1867,450,26183,919,13892,354,85.3,52157,44488,0.62,0.11,1.12,275,49,499,TUCUMAN
521,520.0,TUCUMAN_MONTEROS,"Monteros, Tucuman",FRENTE DE TODOS,3.58,0.79,72.6,1.47,20.85,0.7,1650,365,33447,679,9606,322,85.34,54624,46617,0.54,0.14,0.5,254,63,231,TUCUMAN
522,521.0,TUCUMAN_RIO CHICO,"Rio Chico, Tucuman",FRENTE DE TODOS,3.29,0.8,72.36,1.61,21.21,0.74,1340,324,29465,655,8636,300,84.42,48810,41207,0.59,0.12,0.47,242,51,194,TUCUMAN
523,522.0,TUCUMAN_SIMOCA,"Simoca, Tucuman",FRENTE DE TODOS,2.62,0.52,76.6,0.83,19.05,0.4,599,119,17538,189,4361,91,83.49,27719,23142,0.41,0.24,0.41,94,55,96,TUCUMAN
524,523.0,TUCUMAN_TAFI DEL VALLE,"Tafi Del Valle, Tucuman",FRENTE DE TODOS,3.24,1.12,76.96,1.27,16.74,0.67,372,129,8845,146,1924,77,83.39,14007,11680,0.58,0.09,0.92,68,11,108,TUCUMAN
525,524.0,TUCUMAN_TAFI VIEJO,"Tafi Viejo, Tucuman",FRENTE DE TODOS,5.1,1.53,54.93,2.66,34.63,1.14,4780,1433,51468,2496,32446,1067,84.29,113521,95692,0.78,0.11,1.19,750,110,1142,TUCUMAN
526,525.0,TUCUMAN_TRANCAS,"Trancas, Tucuman",FRENTE DE TODOS,4.1,1.06,64.28,1.65,28.27,0.65,491,127,7707,198,3389,78,82.09,14906,12237,0.58,0.23,1.21,71,28,148,TUCUMAN
527,526.0,TUCUMAN_YERBA BUENA,"Yerba Buena, Tucuman",JUNTOS POR EL CAMBIO,3.95,1.27,41.79,1.71,50.23,1.04,2417,777,25550,1047,30712,636,85.94,72243,62087,0.54,0.07,0.92,335,43,570,TUCUMAN
