,Unnamed: 0,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,distrito
12,12,BUENOS AIRES_BARADERO,"Baradero, Buenos Aires",UNION POR LA PATRIA,1.75,0.47,0.16,1.48,26.65,25.97,0.27,0.22,0.31,0.54,0.23,0.6,0.07,0.01,41.27,340.0,92.0,31.0,288.0,5189.0,5056.0,53.0,42.0,60.0,105.0,45.0,117.0,14.0,1.0,8035.0,69.39,31008,21515,8.65,0.08,0.78,1861,18,BUENOS AIRES
13,13,BUENOS AIRES_BENITO JUAREZ,"Benito Juarez, Buenos Aires",UNION POR LA PATRIA,1.71,0.0,0.12,2.08,30.84,23.55,0.26,0.3,0.27,0.16,0.12,0.77,0.0,0.0,39.82,162.0,0.0,11.0,197.0,2921.0,2231.0,25.0,28.0,26.0,15.0,11.0,73.0,0.0,0.0,3772.0,64.72,17915,11594,17.33,0.11,0.86,2009,13,BUENOS AIRES
16,16,BUENOS AIRES_BOLIVAR,"Bolivar, Buenos Aires",JUNTOS POR EL CAMBIO,1.57,0.0,0.16,0.95,43.32,25.78,0.14,0.24,0.32,0.17,0.14,0.37,0.0,0.0,26.83,306.0,0.0,32.0,185.0,8444.0,5025.0,28.0,46.0,62.0,34.0,28.0,72.0,0.0,0.0,5230.0,67.6,31233,21112,6.65,0.25,0.78,1403,53,BUENOS AIRES
17,17,BUENOS AIRES_BRAGADO,"Bragado, Buenos Aires",JUNTOS POR EL CAMBIO,1.02,0.0,0.13,1.75,38.34,25.66,0.19,0.17,0.25,0.18,0.15,0.54,0.08,0.0,31.53,234.0,0.0,29.0,401.0,8762.0,5864.0,43.0,39.0,56.0,41.0,35.0,124.0,18.0,1.0,7206.0,69.03,37317,25761,10.22,0.28,0.79,2634,71,BUENOS AIRES
20,20,BUENOS AIRES_CAPITAN SARMIENTO,"Capitan Sarmiento, Buenos Aires",JUNTOS POR EL CAMBIO,0.96,0.37,0.14,1.76,42.05,30.66,0.19,0.33,0.2,0.24,0.11,0.5,0.0,0.0,22.5,88.0,34.0,13.0,162.0,3863.0,2816.0,17.0,30.0,18.0,22.0,10.0,46.0,0.0,0.0,2067.0,72.82,13574,9885,6.42,0.04,0.61,635,4,BUENOS AIRES
21,21,BUENOS AIRES_CARLOS CASARES,"Carlos Casares, Buenos Aires",JUNTOS POR EL CAMBIO,1.37,0.35,0.13,1.91,35.63,31.31,0.16,0.27,0.21,0.54,0.08,0.44,0.09,0.02,27.51,158.0,40.0,15.0,221.0,4114.0,3615.0,18.0,31.0,24.0,62.0,9.0,51.0,10.0,2.0,3176.0,63.11,20096,12683,8.54,0.18,0.24,1083,23,BUENOS AIRES
22,22,BUENOS AIRES_CARLOS TEJEDOR,"Carlos Tejedor, Buenos Aires",UNION POR LA PATRIA,1.35,0.1,0.06,0.99,39.18,14.61,0.08,0.06,0.23,0.94,0.08,0.61,0.0,0.0,41.72,96.0,7.0,4.0,70.0,2783.0,1038.0,6.0,4.0,16.0,67.0,6.0,43.0,0.0,0.0,2964.0,77.2,10175,7855,9.33,0.09,0.14,733,7,BUENOS AIRES
23,23,BUENOS AIRES_CARMEN DE ARECO,"Carmen De Areco, Buenos Aires",JUNTOS POR EL CAMBIO,0.79,0.11,0.09,1.16,37.62,27.04,0.05,0.09,0.16,0.66,0.02,0.2,0.0,0.0,32.02,73.0,10.0,8.0,108.0,3496.0,2513.0,5.0,8.0,15.0,61.0,2.0,19.0,0.0,0.0,2976.0,74.89,13815,10346,9.65,0.26,0.26,998,27,BUENOS AIRES
24,24,BUENOS AIRES_CASTELLI,"Castelli, Buenos Aires",UNION POR LA PATRIA,0.94,0.0,0.04,0.78,37.88,21.43,0.02,0.09,0.16,0.09,0.0,0.09,0.05,0.0,38.44,53.0,0.0,2.0,44.0,2142.0,1212.0,1.0,5.0,9.0,5.0,0.0,5.0,3.0,0.0,2174.0,77.34,7935,6137,6.34,0.75,0.77,389,46,BUENOS AIRES
26,26,BUENOS AIRES_CHACABUCO,"Chacabuco, Buenos Aires",UNION POR LA PATRIA,1.6,0.23,0.12,1.72,31.95,26.14,0.53,0.21,0.27,0.15,0.11,0.82,0.03,0.0,36.12,468.0,67.0,36.0,503.0,9350.0,7650.0,156.0,62.0,78.0,43.0,33.0,241.0,8.0,0.0,10571.0,73.24,43166,31615,6.39,0.15,0.89,2020,48,BUENOS AIRES
27,27,BUENOS AIRES_CHASCOMUS,"Chascomus, Buenos Aires",JUNTOS POR EL CAMBIO,2.05,0.03,0.14,1.47,40.86,27.21,0.15,0.25,0.31,0.8,0.11,0.68,0.06,0.01,25.87,434.0,7.0,30.0,311.0,8666.0,5771.0,31.0,53.0,66.0,170.0,24.0,144.0,13.0,2.0,5486.0,68.15,35272,24037,11.3,0.15,0.32,2716,35,BUENOS AIRES
28,28,BUENOS AIRES_CHIVILCOY,"Chivilcoy, Buenos Aires",JUNTOS POR EL CAMBIO,1.89,0.21,0.1,12.56,29.11,26.02,0.18,0.2,0.27,0.52,0.12,1.34,0.0,0.0,27.47,709.0,77.0,39.0,4711.0,10919.0,9759.0,68.0,75.0,103.0,196.0,44.0,501.0,0.0,0.0,10304.0,70.48,60352,42534,11.11,0.17,0.54,4726,74,BUENOS AIRES
29,29,BUENOS AIRES_COLON,"Colon, Buenos Aires",UNION POR LA PATRIA,1.43,0.22,0.14,3.26,30.49,23.43,0.12,0.11,0.19,0.34,0.1,0.7,0.01,0.0,39.47,204.0,31.0,20.0,464.0,4342.0,3337.0,17.0,16.0,27.0,49.0,14.0,100.0,1.0,0.0,5621.0,70.53,22183,15646,8.09,0.29,0.58,1266,46,BUENOS AIRES
30,30,BUENOS AIRES_CORONEL DE MARINA LEONARDO ROSALES,"Coronel De Marina Leonardo Rosales, Buenos Aires",LA LIBERTAD AVANZA,1.64,0.0,0.18,1.31,38.18,39.72,0.35,0.31,0.31,0.61,0.19,0.97,0.43,0.0,15.8,544.0,1.0,60.0,436.0,12695.0,13206.0,115.0,104.0,102.0,203.0,64.0,323.0,142.0,1.0,5254.0,70.65,50558,35718,5.94,0.08,0.89,2121,28,BUENOS AIRES
31,31,BUENOS AIRES_CORONEL DORREGO,"Coronel Dorrego, Buenos Aires",JUNTOS POR EL CAMBIO,0.98,0.0,0.18,1.39,40.39,26.06,0.23,0.31,0.27,1.15,0.15,0.43,0.0,0.0,28.47,86.0,0.0,16.0,122.0,3556.0,2295.0,20.0,27.0,24.0,101.0,13.0,38.0,0.0,0.0,2507.0,70.92,13899,9857,9.81,0.32,0.54,967,32,BUENOS AIRES
32,32,BUENOS AIRES_CORONEL PRINGLES,"Coronel Pringles, Buenos Aires",JUNTOS POR EL CAMBIO,2.45,0.01,0.21,0.76,42.56,32.05,0.15,0.38,0.31,0.26,0.1,0.37,0.02,0.01,20.37,305.0,1.0,26.0,95.0,5299.0,3990.0,19.0,47.0,39.0,32.0,13.0,46.0,2.0,1.0,2536.0,67.91,20534,13944,9.76,0.21,0.74,1361,29,BUENOS AIRES
33,33,BUENOS AIRES_CORONEL SUAREZ,"Coronel Suarez, Buenos Aires",JUNTOS POR EL CAMBIO,2.84,0.01,0.21,2.19,36.68,31.79,0.28,0.49,0.37,0.3,0.26,0.6,0.02,0.0,23.96,610.0,3.0,46.0,470.0,7885.0,6833.0,60.0,106.0,80.0,64.0,56.0,129.0,5.0,0.0,5150.0,68.02,35027,23825,8.07,0.25,1.45,1922,60,BUENOS AIRES
34,34,BUENOS AIRES_DAIREAUX,"Daireaux, Buenos Aires",JUNTOS POR EL CAMBIO,0.74,0.0,0.08,0.7,43.49,21.38,0.13,0.18,0.32,0.1,0.1,0.34,0.0,0.0,32.43,69.0,0.0,7.0,65.0,4039.0,1986.0,12.0,17.0,30.0,9.0,9.0,32.0,0.0,0.0,3012.0,68.28,15218,10391,9.78,0.21,0.64,1016,22,BUENOS AIRES
35,35,BUENOS AIRES_DOLORES,"Dolores, Buenos Aires",JUNTOS POR EL CAMBIO,0.84,0.0,0.1,0.87,42.81,29.52,0.08,0.11,0.2,0.13,0.04,0.4,0.05,0.0,24.84,139.0,0.0,17.0,144.0,7088.0,4887.0,13.0,19.0,33.0,21.0,7.0,67.0,8.0,0.0,4112.0,72.07,25507,18383,9.07,0.14,0.73,1668,26,BUENOS AIRES
42,42,BUENOS AIRES_FLORENTINO AMEGHINO,"Florentino Ameghino, Buenos Aires",JUNTOS POR EL CAMBIO,0.81,0.42,0.08,0.68,43.85,17.34,0.06,0.25,0.19,0.19,0.06,0.17,0.87,0.0,35.05,43.0,22.0,4.0,36.0,2317.0,916.0,3.0,13.0,10.0,10.0,3.0,9.0,46.0,0.0,1852.0,69.77,8134,5675,5.83,0.19,0.86,331,11,BUENOS AIRES
43,43,BUENOS AIRES_GENERAL ALVARADO,"General Alvarado, Buenos Aires",JUNTOS POR EL CAMBIO,1.95,0.01,0.14,0.63,38.86,26.35,0.23,0.22,0.43,0.5,0.17,0.75,0.11,0.0,29.63,477.0,3.0,33.0,154.0,9486.0,6432.0,56.0,53.0,106.0,122.0,41.0,184.0,27.0,1.0,7233.0,68.08,38617,26291,6.2,0.21,0.76,1629,55,BUENOS AIRES
44,44,BUENOS AIRES_GENERAL ALVEAR,"General Alvear, Buenos Aires",JUNTOS POR EL CAMBIO,0.73,0.0,0.11,0.54,50.18,23.26,0.13,0.14,0.2,0.07,0.07,0.5,0.0,0.0,24.08,41.0,0.0,6.0,30.0,2805.0,1300.0,7.0,8.0,11.0,4.0,4.0,28.0,0.0,0.0,1346.0,68.83,8966,6171,9.22,0.16,0.03,569,10,BUENOS AIRES
45,45,BUENOS AIRES_GENERAL ARENALES,"General Arenales, Buenos Aires",JUNTOS POR EL CAMBIO,0.6,0.25,0.07,1.46,46.41,28.66,0.11,0.21,0.2,0.34,0.06,0.74,0.02,0.0,20.86,58.0,24.0,7.0,141.0,4489.0,2772.0,11.0,20.0,19.0,33.0,6.0,72.0,2.0,0.0,2018.0,68.54,15304,10489,7.28,0.17,0.33,764,18,BUENOS AIRES
46,46,BUENOS AIRES_GENERAL BELGRANO,"General Belgrano, Buenos Aires",JUNTOS POR EL CAMBIO,1.21,0.0,0.14,1.28,44.91,21.77,0.19,0.14,0.16,0.47,0.12,0.62,0.05,0.0,28.93,135.0,0.0,16.0,143.0,5012.0,2429.0,21.0,16.0,18.0,53.0,13.0,69.0,6.0,0.0,3229.0,73.06,16766,12250,8.54,0.16,0.2,1046,20,BUENOS AIRES
47,47,BUENOS AIRES_GENERAL GUIDO,"General Guido, Buenos Aires",JUNTOS POR EL CAMBIO,0.68,0.06,0.06,2.65,48.31,13.06,0.11,0.17,0.0,0.17,0.0,0.23,0.0,0.0,34.52,12.0,1.0,1.0,47.0,858.0,232.0,2.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,613.0,70.33,2895,2036,10.56,1.92,0.29,215,39,BUENOS AIRES
48,48,BUENOS AIRES_GENERAL JUAN MADARIAGA,"General Juan Madariaga, Buenos Aires",JUNTOS POR EL CAMBIO,2.55,0.0,0.14,1.53,37.3,29.94,0.27,0.16,0.28,1.04,0.12,0.42,0.06,0.0,26.18,265.0,0.0,15.0,159.0,3873.0,3108.0,28.0,17.0,29.0,108.0,12.0,44.0,6.0,0.0,2718.0,64.8,19383,12561,16.27,0.92,0.15,2044,116,BUENOS AIRES
49,49,BUENOS AIRES_GENERAL LA MADRID,"General La Madrid, Buenos Aires",JUNTOS POR EL CAMBIO,0.79,0.04,0.04,0.54,43.77,24.19,0.09,0.33,0.26,0.05,0.09,0.39,0.0,0.02,29.41,45.0,2.0,2.0,31.0,2499.0,1381.0,5.0,19.0,15.0,3.0,5.0,22.0,0.0,1.0,1679.0,67.21,9803,6589,11.11,0.56,1.68,732,37,BUENOS AIRES
51,51,BUENOS AIRES_GENERAL LAVALLE,"General Lavalle, Buenos Aires",JUNTOS POR EL CAMBIO,0.66,0.0,0.13,0.47,47.09,22.02,0.13,0.13,0.22,0.16,0.09,0.22,0.03,0.0,28.66,21.0,0.0,4.0,15.0,1495.0,699.0,4.0,4.0,7.0,5.0,3.0,7.0,1.0,0.0,910.0,66.49,5157,3429,6.45,0.17,0.79,221,6,BUENOS AIRES
52,52,BUENOS AIRES_GENERAL PAZ,"General Paz, Buenos Aires",UNION POR LA PATRIA,0.93,0.0,0.09,0.62,35.05,24.79,0.09,0.21,0.21,0.63,0.07,0.41,0.09,0.0,36.82,75.0,0.0,7.0,50.0,2825.0,1998.0,7.0,17.0,17.0,51.0,6.0,33.0,7.0,0.0,2968.0,74.84,11652,8720,7.17,0.0,0.39,625,0,BUENOS AIRES
53,53,BUENOS AIRES_GENERAL PINTO,"General Pinto, Buenos Aires",JUNTOS POR EL CAMBIO,1.39,0.01,0.56,0.83,43.2,22.42,0.19,0.19,0.32,0.21,0.12,0.25,0.09,0.01,30.21,95.0,1.0,38.0,57.0,2950.0,1531.0,13.0,13.0,22.0,14.0,8.0,17.0,6.0,1.0,2063.0,72.89,10221,7450,7.73,0.01,0.59,576,1,BUENOS AIRES
54,54,BUENOS AIRES_GENERAL PUEYRREDON,"General Pueyrredon, Buenos Aires",JUNTOS POR EL CAMBIO,3.28,0.06,0.18,1.13,36.32,28.32,0.42,0.21,0.42,0.75,0.21,0.82,0.02,0.01,27.85,11214.0,199.0,620.0,3847.0,124171.0,96843.0,1447.0,721.0,1440.0,2562.0,722.0,2801.0,56.0,43.0,95230.0,64.92,569437,369656,5.93,0.14,1.43,21927,517,BUENOS AIRES
57,57,BUENOS AIRES_GENERAL VIAMONTE,"General Viamonte, Buenos Aires",JUNTOS POR EL CAMBIO,0.72,0.23,0.11,0.99,40.64,25.32,0.12,0.14,0.24,0.11,0.04,1.16,0.06,0.06,30.07,76.0,24.0,12.0,105.0,4306.0,2683.0,13.0,15.0,25.0,12.0,4.0,123.0,6.0,6.0,3186.0,72.47,15858,11492,7.21,0.01,0.57,829,1,BUENOS AIRES
58,58,BUENOS AIRES_GENERAL VILLEGAS,"General Villegas, Buenos Aires",JUNTOS POR EL CAMBIO,0.56,0.27,0.2,3.64,43.32,31.63,0.07,0.13,0.16,0.13,0.04,0.48,0.07,0.0,19.3,89.0,43.0,31.0,576.0,6850.0,5001.0,11.0,21.0,25.0,20.0,6.0,76.0,11.0,0.0,3051.0,69.97,25523,17859,10.62,0.22,0.63,1897,39,BUENOS AIRES
59,59,BUENOS AIRES_GUAMINI,"Guamini, Buenos Aires",JUNTOS POR EL CAMBIO,0.79,0.0,0.03,1.69,40.09,26.14,0.16,0.26,0.24,0.11,0.06,0.37,0.0,0.0,30.04,49.0,0.0,2.0,105.0,2489.0,1623.0,10.0,16.0,15.0,7.0,4.0,23.0,0.0,0.0,1865.0,68.22,10090,6883,9.3,0.28,0.23,640,19,BUENOS AIRES
60,60,BUENOS AIRES_HIPOLITO YRIGOYEN,"Hipolito Yrigoyen, Buenos Aires",JUNTOS POR EL CAMBIO,0.83,0.39,0.16,1.22,40.0,25.84,0.14,0.22,0.12,0.1,0.14,0.49,0.1,0.04,30.2,41.0,19.0,8.0,60.0,1972.0,1274.0,7.0,11.0,6.0,5.0,7.0,24.0,5.0,2.0,1489.0,65.78,8249,5426,8.29,0.15,0.7,450,8,BUENOS AIRES
64,64,BUENOS AIRES_JUNIN,"Junin, Buenos Aires",JUNTOS POR EL CAMBIO,1.68,0.02,0.2,2.26,38.08,27.5,0.31,0.24,0.42,0.33,0.27,1.32,0.09,0.0,27.27,894.0,11.0,109.0,1206.0,20282.0,14647.0,164.0,128.0,223.0,178.0,143.0,702.0,50.0,1.0,14525.0,69.25,82075,56833,5.29,0.02,0.96,3008,14,BUENOS AIRES
65,65,BUENOS AIRES_LA COSTA,"La Costa, Buenos Aires",JUNTOS POR EL CAMBIO,2.48,0.0,0.17,1.47,34.59,27.81,0.32,0.22,0.32,0.4,0.23,0.72,0.09,0.0,31.17,1124.0,2.0,76.0,668.0,15676.0,12605.0,145.0,101.0,144.0,183.0,103.0,327.0,39.0,0.0,14126.0,63.08,79289,50016,8.17,0.35,0.88,4085,174,BUENOS AIRES
69,69,BUENOS AIRES_LAPRIDA,"Laprida, Buenos Aires",UNION POR LA PATRIA,0.64,0.0,0.1,0.75,36.7,21.34,0.03,0.19,0.18,0.18,0.05,1.08,0.0,0.0,38.77,40.0,0.0,6.0,47.0,2305.0,1340.0,2.0,12.0,11.0,11.0,3.0,68.0,0.0,0.0,2435.0,68.61,9880,6779,6.64,0.1,0.62,450,7,BUENOS AIRES
70,70,BUENOS AIRES_LAS FLORES,"Las Flores, Buenos Aires",JUNTOS POR EL CAMBIO,1.19,0.08,0.16,1.43,35.51,27.64,0.21,0.29,0.45,0.14,0.12,0.48,0.0,0.01,32.29,156.0,10.0,21.0,188.0,4670.0,3635.0,28.0,38.0,59.0,19.0,16.0,63.0,0.0,1.0,4246.0,65.6,22408,14699,9.81,0.18,0.54,1442,27,BUENOS AIRES
71,71,BUENOS AIRES_LEANDRO N. ALEM,"Leandro N. Alem, Buenos Aires",UNION POR LA PATRIA,0.79,0.02,0.14,1.22,35.15,24.33,0.12,0.28,0.3,0.16,0.07,0.38,0.07,0.02,36.96,79.0,2.0,14.0,123.0,3533.0,2446.0,12.0,28.0,30.0,16.0,7.0,38.0,7.0,2.0,3715.0,73.51,15112,11109,8.98,0.1,0.43,998,11,BUENOS AIRES
72,72,BUENOS AIRES_LEZAMA,"Lezama, Buenos Aires",JUNTOS POR EL CAMBIO,1.1,0.0,0.29,1.16,44.21,25.62,0.1,0.13,0.32,0.16,0.03,0.32,0.0,0.0,26.56,34.0,0.0,9.0,36.0,1370.0,794.0,3.0,4.0,10.0,5.0,1.0,10.0,0.0,0.0,823.0,68.6,4962,3404,8.58,0.09,0.29,292,3,BUENOS AIRES
73,73,BUENOS AIRES_LINCOLN,"Lincoln, Buenos Aires",JUNTOS POR EL CAMBIO,1.23,0.25,0.19,2.14,40.83,25.16,0.17,0.14,0.21,0.23,0.12,0.62,0.05,0.0,28.65,297.0,60.0,46.0,514.0,9819.0,6051.0,40.0,34.0,50.0,56.0,30.0,149.0,13.0,1.0,6889.0,68.57,38450,26365,8.01,0.17,0.6,2113,44,BUENOS AIRES
74,74,BUENOS AIRES_LOBERIA,"Loberia, Buenos Aires",JUNTOS POR EL CAMBIO,0.84,0.0,0.06,1.09,40.86,23.8,0.19,0.26,0.25,0.1,0.07,0.4,0.06,0.0,32.03,73.0,0.0,5.0,95.0,3571.0,2080.0,17.0,23.0,22.0,9.0,6.0,35.0,5.0,0.0,2799.0,66.11,14902,9851,9.81,0.27,1.2,966,27,BUENOS AIRES
75,75,BUENOS AIRES_LOBOS,"Lobos, Buenos Aires",JUNTOS POR EL CAMBIO,1.5,0.28,0.11,1.36,43.11,26.37,0.15,0.11,0.32,0.48,0.08,0.61,0.2,0.09,25.23,330.0,61.0,25.0,300.0,9475.0,5797.0,33.0,24.0,70.0,106.0,18.0,133.0,43.0,20.0,5546.0,72.7,32988,23982,8.04,0.03,0.28,1927,7,BUENOS AIRES
78,78,BUENOS AIRES_MAGDALENA,"Magdalena, Buenos Aires",JUNTOS POR EL CAMBIO,1.45,0.29,0.07,1.1,43.33,25.8,0.23,0.18,0.24,0.16,0.17,0.35,0.26,0.22,26.16,148.0,30.0,7.0,112.0,4431.0,2639.0,24.0,18.0,25.0,16.0,17.0,36.0,27.0,22.0,2675.0,73.9,15860,11720,12.44,0.05,0.25,1458,6,BUENOS AIRES
79,79,BUENOS AIRES_MAIPU,"Maipu, Buenos Aires",JUNTOS POR EL CAMBIO,1.06,0.0,0.06,0.68,44.61,23.3,0.05,0.12,0.15,0.14,0.02,0.35,0.03,0.0,29.44,70.0,0.0,4.0,45.0,2956.0,1544.0,3.0,8.0,10.0,9.0,1.0,23.0,2.0,0.0,1951.0,70.0,10235,7165,6.64,0.25,0.63,476,18,BUENOS AIRES
81,81,BUENOS AIRES_MAR CHIQUITA,"Mar Chiquita, Buenos Aires",UNION POR LA PATRIA,2.01,0.19,0.14,0.88,29.54,25.19,0.22,0.18,0.31,0.69,0.16,0.54,0.07,0.0,39.85,402.0,39.0,28.0,177.0,5910.0,5039.0,45.0,36.0,63.0,138.0,33.0,109.0,15.0,1.0,7972.0,68.09,31604,21520,6.2,0.16,0.67,1334,35,BUENOS AIRES
83,83,BUENOS AIRES_MERCEDES,"Mercedes, Buenos Aires",JUNTOS POR EL CAMBIO,2.14,0.32,0.19,0.87,36.94,26.64,0.21,0.11,0.28,0.17,0.45,1.02,0.18,0.12,30.36,851.0,127.0,74.0,345.0,14661.0,10570.0,84.0,45.0,110.0,68.0,177.0,404.0,72.0,48.0,12048.0,72.96,58315,42548,5.92,0.06,0.76,2518,24,BUENOS AIRES
85,85,BUENOS AIRES_MONTE,"Monte, Buenos Aires",JUNTOS POR EL CAMBIO,1.38,0.01,0.23,1.14,45.03,25.83,0.22,0.28,0.26,0.15,0.14,0.62,0.09,0.02,24.6,171.0,1.0,28.0,141.0,5580.0,3201.0,27.0,35.0,32.0,19.0,17.0,77.0,11.0,3.0,3048.0,67.56,20205,13650,8.15,0.18,0.89,1113,25,BUENOS AIRES
86,86,BUENOS AIRES_MONTE HERMOSO,"Monte Hermoso, Buenos Aires",UNION POR LA PATRIA,1.65,0.0,0.2,0.92,29.08,23.44,0.18,0.12,0.41,0.14,0.12,0.92,0.0,0.0,42.81,93.0,0.0,11.0,52.0,1640.0,1322.0,10.0,7.0,23.0,8.0,7.0,52.0,0.0,0.0,2414.0,65.68,9306,6112,7.12,0.23,0.39,435,14,BUENOS AIRES
89,89,BUENOS AIRES_NAVARRO,"Navarro, Buenos Aires",JUNTOS POR EL CAMBIO,0.74,0.31,0.67,0.98,37.4,25.59,0.11,0.12,0.17,0.12,0.06,1.03,0.17,0.15,32.38,77.0,32.0,70.0,102.0,3909.0,2675.0,11.0,13.0,18.0,13.0,6.0,108.0,18.0,16.0,3384.0,75.27,15629,11764,10.21,0.04,0.9,1201,5,BUENOS AIRES
90,90,BUENOS AIRES_NECOCHEA,"Necochea, Buenos Aires",JUNTOS POR EL CAMBIO,2.04,0.01,0.16,1.8,39.38,32.19,0.19,0.22,0.4,0.32,0.16,0.65,0.07,0.0,22.41,995.0,4.0,77.0,876.0,19212.0,15706.0,95.0,108.0,193.0,155.0,78.0,319.0,34.0,1.0,10931.0,63.63,86708,55169,10.59,0.13,0.85,5845,72,BUENOS AIRES
91,91,BUENOS AIRES_OLAVARRIA,"Olavarria, Buenos Aires",JUNTOS POR EL CAMBIO,2.85,0.0,0.19,1.74,33.1,31.18,0.32,0.31,0.41,0.25,0.22,1.08,0.0,0.0,28.33,1779.0,3.0,116.0,1088.0,20640.0,19447.0,197.0,193.0,258.0,158.0,138.0,675.0,2.0,2.0,17667.0,69.12,98276,67931,6.87,0.14,1.18,4667,97,BUENOS AIRES
92,92,BUENOS AIRES_PATAGONES,"Patagones, Buenos Aires",UNION POR LA PATRIA,1.5,0.01,0.19,0.98,31.97,31.66,0.29,0.22,0.42,0.17,0.06,0.25,0.02,0.0,32.25,250.0,2.0,32.0,163.0,5325.0,5274.0,49.0,37.0,70.0,29.0,10.0,41.0,3.0,0.0,5373.0,63.73,28563,18204,7.44,0.21,0.84,1355,38,BUENOS AIRES
93,93,BUENOS AIRES_PEHUAJO,"Pehuajo, Buenos Aires",JUNTOS POR EL CAMBIO,1.44,0.0,0.14,1.35,38.03,26.09,0.16,0.31,0.35,0.19,0.15,0.56,0.07,0.0,31.15,335.0,0.0,33.0,313.0,8826.0,6055.0,37.0,71.0,82.0,43.0,35.0,130.0,16.0,0.0,7229.0,70.96,35986,25534,7.73,0.13,1.26,1973,33,BUENOS AIRES
94,94,BUENOS AIRES_PELLEGRINI,"Pellegrini, Buenos Aires",JUNTOS POR EL CAMBIO,0.28,0.0,0.19,1.15,41.85,26.29,0.12,0.25,0.16,0.19,0.06,0.12,0.0,0.0,29.34,9.0,0.0,6.0,37.0,1342.0,843.0,4.0,8.0,5.0,6.0,2.0,4.0,0.0,0.0,941.0,67.31,5261,3541,8.67,0.11,0.65,307,4,BUENOS AIRES
95,95,BUENOS AIRES_PERGAMINO,"Pergamino, Buenos Aires",JUNTOS POR EL CAMBIO,1.64,0.33,0.16,1.54,43.04,28.89,0.26,0.22,0.33,1.24,0.31,0.64,0.03,0.0,21.36,958.0,194.0,96.0,901.0,25118.0,16859.0,149.0,130.0,191.0,722.0,179.0,376.0,18.0,1.0,12462.0,68.12,91802,62532,5.52,0.05,1.11,3452,34,BUENOS AIRES
96,96,BUENOS AIRES_PILA,"Pila, Buenos Aires",UNION POR LA PATRIA,0.34,0.0,0.0,1.41,32.42,24.53,0.13,0.21,0.3,0.13,0.09,0.51,0.0,0.0,39.93,8.0,0.0,0.0,33.0,760.0,575.0,3.0,5.0,7.0,3.0,2.0,12.0,0.0,0.0,936.0,72.56,3608,2618,9.63,0.27,0.57,252,7,BUENOS AIRES
98,98,BUENOS AIRES_PINAMAR,"Pinamar, Buenos Aires",JUNTOS POR EL CAMBIO,1.56,0.02,0.11,0.89,37.01,32.44,0.22,0.16,0.27,0.23,0.13,0.65,0.02,0.0,26.29,267.0,3.0,19.0,153.0,6349.0,5564.0,37.0,27.0,47.0,40.0,23.0,111.0,4.0,0.0,4509.0,61.41,30178,18531,6.0,0.23,1.21,1112,42,BUENOS AIRES
100,100,BUENOS AIRES_PUAN,"Puan, Buenos Aires",JUNTOS POR EL CAMBIO,1.78,0.0,0.21,1.71,50.47,30.0,0.26,0.35,0.56,0.2,0.2,1.34,0.0,0.0,12.9,166.0,0.0,20.0,160.0,4709.0,2799.0,24.0,33.0,52.0,19.0,19.0,125.0,0.0,0.0,1204.0,70.78,14360,10164,6.95,0.31,0.94,706,32,BUENOS AIRES
101,101,BUENOS AIRES_PUNTA INDIO,"Punta Indio, Buenos Aires",JUNTOS POR EL CAMBIO,1.45,0.25,0.15,1.09,39.09,25.81,0.26,0.14,0.23,0.18,0.11,0.54,0.17,0.14,30.38,94.0,16.0,10.0,71.0,2540.0,1677.0,17.0,9.0,15.0,12.0,7.0,35.0,11.0,9.0,1974.0,70.12,10253,7189,8.79,0.08,0.75,632,6,BUENOS AIRES
