,id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE POPULAR_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE POPULAR_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
44,BUENOS AIRES_GENERAL LA MADRID,"General Lamadrid, Buenos Aires",Alianza Frente para la Victoria,3.02,8.42,5.36,0.85,52.53,28.67,1.15,213,594,378,60,3705,2022,81,85.67,8700,7453,4.67,0.08,0.62,348,6,46,BUENOS AIRES
45,BUENOS AIRES_GENERAL LAVALLE,"General Lavalle, Buenos Aires",Alianza Frente para la Victoria,2.42,5.12,3.07,0.53,53.07,35.38,0.41,59,125,75,13,1296,864,10,86.99,2952,2568,4.6,0.16,0.16,118,4,4,BUENOS AIRES
46,BUENOS AIRES_GENERAL JUAN MADARIAGA,"General Madariaga, Buenos Aires",Alianza Frente para la Victoria,7.07,11.74,5.47,1.59,53.81,18.79,1.53,820,1361,634,184,6238,2178,177,80.83,14895,12040,3.55,0.02,0.15,428,2,18,BUENOS AIRES
47,BUENOS AIRES_GENERAL PAZ,"General Paz, Buenos Aires",Alianza Frente para la Victoria,6.93,14.36,13.0,1.14,46.88,16.8,0.9,499,1034,936,82,3376,1210,65,85.92,9005,7737,6.67,0.1,0.14,516,8,11,BUENOS AIRES
48,BUENOS AIRES_GENERAL PINTO,"General Pinto, Buenos Aires",Alianza Frente para la Victoria,6.05,13.16,7.95,1.06,55.65,12.69,3.44,428,930,562,75,3934,897,243,85.83,8565,7351,3.33,0.01,0.49,245,1,36,BUENOS AIRES
49,BUENOS AIRES_GENERAL PUEYRREDON,"General Pueyrredon, Buenos Aires",Alianza Frente para la Victoria,8.3,19.65,6.48,2.87,50.71,9.71,2.27,29311,69416,22892,10153,179083,34304,8014,75.44,487213,367548,2.78,0.08,1.05,10222,279,3874,BUENOS AIRES
52,BUENOS AIRES_GENERAL VIAMONTE,"General Viamonte, Buenos Aires",Alianza Frente para la Victoria,9.55,10.68,3.4,1.08,51.6,21.79,1.91,1122,1255,400,127,6064,2561,224,83.02,14807,12293,3.9,0.06,0.44,479,7,54,BUENOS AIRES
53,BUENOS AIRES_GENERAL VILLEGAS,"General Villegas, Buenos Aires",Alianza Frente para la Victoria,12.47,16.93,2.92,1.15,44.0,20.77,1.77,2031,2758,476,187,7168,3383,288,81.79,20876,17075,3.99,0.01,0.59,681,2,101,BUENOS AIRES
54,BUENOS AIRES_ADOLFO GONZALES CHAVES,"Gonzales Chaves, Buenos Aires",Alianza Frente para la Victoria,4.9,16.1,4.93,1.3,58.81,12.59,1.37,358,1176,360,95,4297,920,100,84.18,9935,8363,12.39,0.01,0.24,1036,1,20,BUENOS AIRES
55,BUENOS AIRES_GUAMINI,"Guamini, Buenos Aires",Alianza Frente para la Victoria,3.47,12.59,10.2,1.01,43.8,27.83,1.1,243,883,715,71,3071,1951,77,87.05,8759,7625,7.95,0.1,0.0,606,8,0,BUENOS AIRES
56,BUENOS AIRES_HIPOLITO YRIGOYEN,"Hipolito Yrigoyen, Buenos Aires",Alianza Frente para la Victoria,3.35,29.95,6.17,1.03,48.53,8.39,2.58,182,1627,335,56,2636,456,140,81.6,7189,5866,6.84,0.07,0.49,401,4,29,BUENOS AIRES
60,BUENOS AIRES_BENITO JUAREZ,"Juarez, Buenos Aires",Alianza Frente para la Victoria,2.92,11.83,11.26,1.54,52.35,19.1,1.0,376,1524,1450,198,6743,2460,129,83.62,16253,13590,4.65,0.05,0.52,632,7,71,BUENOS AIRES
61,BUENOS AIRES_JUNIN,"Junin, Buenos Aires",Alianza Frente para la Victoria,11.24,19.3,4.86,2.01,47.83,12.58,2.18,6056,10400,2621,1085,25767,6776,1172,79.86,70413,56229,3.57,0.03,0.58,2007,19,326,BUENOS AIRES
62,BUENOS AIRES_LA COSTA,"La Costa, Buenos Aires",Alianza Frente para la Victoria,9.58,10.68,7.17,2.68,53.65,14.83,1.4,3573,3984,2674,1001,20010,5532,521,75.9,51248,38899,3.22,0.09,0.81,1253,34,317,BUENOS AIRES
65,BUENOS AIRES_LAPRIDA,"Laprida, Buenos Aires",Alianza Frente para la Victoria,2.69,9.05,7.06,1.77,54.15,24.56,0.72,179,602,470,118,3603,1634,48,82.51,8355,6894,3.18,0.04,0.26,219,3,18,BUENOS AIRES
66,BUENOS AIRES_LAS FLORES,"Las Flores, Buenos Aires",Alianza Frente para la Victoria,4.92,17.52,5.97,1.46,58.41,10.33,1.39,725,2583,880,216,8614,1524,205,82.44,19243,15863,6.2,0.04,0.79,984,6,126,BUENOS AIRES
68,BUENOS AIRES_LEANDRO N. ALEM,"Leandro N. Alem, Buenos Aires",Alianza Frente para la Victoria,9.43,11.91,5.69,1.11,54.05,16.78,1.04,953,1204,575,112,5463,1696,105,81.46,12926,10529,3.69,0.01,0.3,388,1,32,BUENOS AIRES
69,BUENOS AIRES_LEZAMA,"Lezama, Buenos Aires",Alianza Frente para la Victoria,5.98,16.85,10.87,0.84,53.24,12.21,0.0,192,541,349,27,1709,392,0,87.32,4336,3786,14.92,0.08,0.21,565,3,8,BUENOS AIRES
70,BUENOS AIRES_LINCOLN,"Lincoln, Buenos Aires",Alianza Frente para la Victoria,8.78,15.6,8.36,1.47,44.26,19.8,1.72,2358,4188,2245,394,11881,5315,461,83.63,33481,27999,3.77,0.03,0.33,1056,8,93,BUENOS AIRES
71,BUENOS AIRES_LOBERIA,"Loberia, Buenos Aires",Alianza Frente para la Victoria,4.06,10.54,6.79,0.7,49.49,27.88,0.54,445,1157,745,77,5431,3060,59,85.29,13369,11402,2.99,0.11,0.66,341,12,75,BUENOS AIRES
72,BUENOS AIRES_LOBOS,"Lobos, Buenos Aires",Alianza Frente para la Victoria,8.01,14.86,8.95,1.92,48.75,15.19,2.32,1697,3151,1897,407,10335,3221,491,84.08,26647,22405,5.1,0.01,0.28,1142,2,62,BUENOS AIRES
75,BUENOS AIRES_MAGDALENA,"Magdalena, Buenos Aires",Alianza Frente para la Victoria,8.51,9.21,9.75,1.92,48.52,20.6,1.5,866,938,993,195,4940,2097,153,80.34,13272,10663,4.22,0.01,0.28,450,1,30,BUENOS AIRES
76,BUENOS AIRES_MAIPU,"Maipu, Buenos Aires",Alianza Frente para la Victoria,3.96,8.64,3.12,1.16,44.88,36.39,1.86,270,589,213,79,3061,2482,127,82.5,8682,7163,4.51,0.03,0.24,323,2,17,BUENOS AIRES
78,BUENOS AIRES_MAR CHIQUITA,"Mar Chiquita, Buenos Aires",Alianza Frente para la Victoria,6.46,11.02,6.19,1.58,55.71,17.82,1.21,895,1527,858,219,7717,2468,167,80.01,18099,14481,3.57,0.13,0.65,517,19,94,BUENOS AIRES
81,BUENOS AIRES_MERCEDES,"Mercedes, Buenos Aires",Alianza Frente para la Victoria,9.94,16.84,6.58,2.79,52.8,8.95,2.11,3814,6458,2523,1071,20252,3433,808,83.11,48162,40026,3.33,0.1,0.74,1332,39,296,BUENOS AIRES
83,BUENOS AIRES_MONTE,"Monte, Buenos Aires",Alianza Frente para la Victoria,4.62,11.5,8.68,1.11,50.37,22.71,1.02,550,1370,1034,132,6002,2706,121,84.14,14947,12576,5.0,0.06,0.19,629,8,24,BUENOS AIRES
84,BUENOS AIRES_MONTE HERMOSO,"Monte Hermoso, Buenos Aires",Alianza Frente para la Victoria,6.58,9.73,16.83,2.42,57.24,5.45,1.74,280,414,716,103,2435,232,74,77.53,5844,4531,4.83,0.18,1.1,219,8,50,BUENOS AIRES
87,BUENOS AIRES_NAVARRO,"Navarro, Buenos Aires",Alianza Frente para la Victoria,5.46,8.34,8.45,0.84,52.65,22.93,1.33,548,837,848,84,5285,2302,134,86.42,12464,10772,6.18,0.07,0.56,666,8,60,BUENOS AIRES
88,BUENOS AIRES_NECOCHEA,"Necochea, Buenos Aires",Alianza Frente para la Victoria,6.13,13.75,20.21,1.36,45.25,11.96,1.34,3376,7577,11134,749,24929,6589,738,78.63,73088,57466,3.41,0.05,0.67,1961,28,385,BUENOS AIRES
89,BUENOS AIRES_9 DE JULIO,"Nueve De Julio, Buenos Aires",Alianza Frente para la Victoria,5.02,15.18,6.9,1.21,46.36,24.02,1.3,1559,4710,2142,376,14385,7453,404,84.81,37885,32129,2.88,0.03,0.52,924,9,167,BUENOS AIRES
90,BUENOS AIRES_OLAVARRIA,"Olavarria, Buenos Aires",Alianza Frente para la Victoria,9.67,13.43,6.91,2.1,55.18,10.77,1.93,6321,8777,4513,1375,36065,7041,1261,81.16,84494,68573,3.93,0.03,0.74,2696,18,506,BUENOS AIRES
91,BUENOS AIRES_PATAGONES,"Patagones, Buenos Aires",Alianza Frente para la Victoria,4.64,9.18,10.64,1.29,55.8,17.42,1.02,780,1543,1788,217,9375,2927,171,77.91,22535,17558,3.71,0.06,0.55,651,10,96,BUENOS AIRES
92,BUENOS AIRES_PEHUAJO,"Pehuajo, Buenos Aires",Alianza Frente para la Victoria,6.16,14.34,10.57,1.49,52.94,12.49,2.01,1468,3418,2520,356,12617,2976,478,80.52,31196,25119,4.18,0.02,0.92,1049,5,232,BUENOS AIRES
93,BUENOS AIRES_PELLEGRINI,"Pellegrini, Buenos Aires",Alianza Frente para la Victoria,4.29,9.13,5.17,0.54,43.21,36.51,1.15,160,341,193,20,1613,1363,43,88.45,4469,3953,5.31,0.08,0.18,210,3,7,BUENOS AIRES
94,BUENOS AIRES_PERGAMINO,"Pergamino, Buenos Aires",Alianza Frente para la Victoria,8.4,22.96,6.13,1.19,45.18,14.68,1.46,5331,14570,3888,757,28668,9314,929,81.21,81564,66238,3.2,0.06,0.93,2121,43,617,BUENOS AIRES
95,BUENOS AIRES_PILA,"Pila, Buenos Aires",Alianza Frente para la Victoria,4.88,9.85,9.13,0.72,52.64,21.87,0.9,108,218,202,16,1165,484,20,83.21,2793,2324,4.3,0.17,0.3,100,4,7,BUENOS AIRES
97,BUENOS AIRES_PINAMAR,"Pinamar, Buenos Aires",Alianza Frente para la Victoria,7.86,16.33,6.64,1.77,51.47,14.01,1.93,1024,2127,865,230,6706,1825,251,78.09,17638,13774,4.29,0.08,1.05,591,11,144,BUENOS AIRES
99,BUENOS AIRES_PUAN,"Puan, Buenos Aires",Alianza Frente para la Victoria,4.48,16.56,6.56,1.4,38.06,31.04,1.91,451,1669,661,141,3835,3128,192,79.85,13244,10575,4.21,0.04,0.46,445,4,49,BUENOS AIRES
