,id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
145,CATAMARCA_PACLIN,"Paclin, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,2.0,1.0,0.93,64.74,2.3,0.19,27.99,0.52,0.07,0.26,54,27,25,1746,62,5,755,14,2,7,77.24,3576,2762,2.1,0.0,0.25,58.0,0.0,7.0,CATAMARCA
146,CATAMARCA_POMAN,"Poman, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,2.05,1.35,0.55,66.48,3.69,0.26,23.84,1.01,0.26,0.52,111,73,30,3605,200,14,1293,55,14,28,77.24,7193,5556,1.94,0.0,0.45,108.0,0.0,25.0,CATAMARCA
147,CATAMARCA_SANTA MARIA,"Santa Maria, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,3.44,2.32,0.94,59.68,6.4,0.76,24.23,1.68,0.18,0.37,398,268,109,6906,740,88,2804,194,21,43,70.92,16761,11887,1.77,0.03,0.87,210.0,3.0,103.0,CATAMARCA
148,CATAMARCA_SANTA ROSA,"Santa Rosa, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,2.09,1.35,0.43,71.43,5.54,0.15,17.0,1.17,0.33,0.5,125,81,26,4277,332,9,1018,70,20,30,69.61,8890,6188,2.62,0.0,0.61,162.0,0.0,38.0,CATAMARCA
149,CATAMARCA_TINOGASTA,"Tinogasta, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,3.62,1.28,0.51,60.65,4.8,0.41,27.06,1.13,0.25,0.3,392,139,55,6576,521,44,2934,123,27,32,71.42,15602,11143,1.66,0.01,1.02,185.0,1.0,114.0,CATAMARCA
150,CATAMARCA_VALLE VIEJO,"Valle Viejo, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,4.8,2.53,1.33,62.38,3.92,0.58,22.45,1.5,0.23,0.27,676,357,188,8791,552,82,3164,211,33,38,76.48,18918,14468,1.53,0.04,1.03,221.0,6.0,149.0,CATAMARCA
249,JUJUY_VALLE GRANDE,"Valle Grande, Jujuy",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,,,,,JUJUY
285,JUJUY_COCHINOCA,"Cochinoca, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,1.95,2.39,1.76,60.47,3.86,1.76,25.14,1.76,0.09,0.82,112,137,101,3466,221,101,1441,101,5,47,75.04,8272,6207,2.45,4.01,1.19,152.0,249.0,74.0,JUJUY
286,JUJUY_EL CARMEN,"El Carmen, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,5.28,4.1,3.11,59.28,7.28,0.77,16.56,2.55,0.56,0.52,2116,1642,1246,23762,2916,307,6639,1022,224,207,74.98,55635,41716,2.15,0.27,1.5,898.0,113.0,624.0,JUJUY
287,JUJUY_DOCTOR MANUEL BELGRANO,"General Belgrano, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,6.81,7.87,4.03,47.93,5.7,1.07,23.18,2.6,0.43,0.39,8527,9848,5041,60006,7135,1341,29022,3256,533,486,74.47,175937,131024,2.44,0.16,1.85,3196.0,211.0,2422.0,JUJUY
288,JUJUY_HUMAHUACA,"Humahuaca, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,4.05,2.89,2.28,63.1,6.06,0.73,16.68,2.44,0.2,1.57,321,229,181,4999,480,58,1321,193,16,124,64.54,12890,8319,2.79,0.26,1.72,232.0,22.0,143.0,JUJUY
289,JUJUY_LEDESMA,"Ledesma, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,5.57,3.93,2.56,66.06,3.58,0.64,14.93,2.08,0.26,0.38,2152,1518,989,25516,1382,247,5768,804,102,145,74.27,53761,39926,1.79,0.15,1.32,716.0,59.0,528.0,JUJUY
290,JUJUY_PALPALA,"Palpala, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,5.06,4.65,3.53,59.91,4.04,1.38,18.24,2.34,0.47,0.39,1353,1242,944,16012,1079,368,4876,625,125,104,78.63,35443,27870,2.54,0.1,1.45,709.0,29.0,404.0,JUJUY
291,JUJUY_RINCONADA,"Rinconada, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,1.34,2.13,0.67,74.02,10.08,0.45,9.18,1.34,0.0,0.78,12,19,6,661,90,4,82,12,0,7,63.04,1442,909,0.66,0.55,0.55,6.0,5.0,5.0,JUJUY
292,JUJUY_SAN ANTONIO,"San Antonio, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,3.74,3.44,1.4,62.24,2.64,0.45,24.84,0.95,0.15,0.15,75,69,28,1248,53,9,498,19,3,3,69.02,3054,2108,3.04,0.95,0.9,64.0,20.0,19.0,JUJUY
293,JUJUY_SAN PEDRO,"San Pedro, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,4.9,3.47,2.31,65.19,5.68,0.53,14.63,2.12,0.46,0.69,1774,1259,838,23625,2059,192,5303,770,167,251,73.6,51591,37972,2.68,0.4,1.49,1016.0,152.0,566.0,JUJUY
294,JUJUY_SANTA BARBARA,"Santa Barbara, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,1.61,1.2,0.83,82.52,3.0,0.26,9.0,1.1,0.11,0.37,142,106,73,7288,265,23,795,97,10,33,73.27,12299,9012,1.18,0.06,0.77,106.0,5.0,69.0,JUJUY
295,JUJUY_SANTA CATALINA,"Santa Catalina, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,0.97,0.86,0.54,78.28,1.94,0.43,15.05,1.4,0.22,0.32,9,8,5,728,18,4,140,13,2,3,41.0,2473,1014,5.72,0.1,2.47,58.0,1.0,25.0,JUJUY
296,JUJUY_SUSQUES,"Susques, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,2.66,2.85,1.2,65.4,2.72,0.38,23.28,0.95,0.25,0.32,42,45,19,1034,43,6,368,15,4,5,74.43,2182,1624,1.54,0.18,0.92,25.0,3.0,15.0,JUJUY
297,JUJUY_TILCARA,"Tilcara, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,2.52,3.08,2.41,64.39,4.93,1.54,19.05,1.52,0.05,0.49,154,188,147,3928,301,94,1162,93,3,30,74.13,8559,6345,2.81,0.05,1.01,178.0,3.0,64.0,JUJUY
298,JUJUY_TUMBAYA,"Tumbaya, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,2.62,3.26,1.75,60.83,7.52,0.57,20.49,2.12,0.3,0.54,78,97,52,1811,224,17,610,63,9,16,75.67,4061,3073,2.05,0.13,0.94,63.0,4.0,29.0,JUJUY
299,JUJUY_YAVI,"Yavi, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,2.81,2.54,2.09,71.88,3.42,0.79,14.62,1.02,0.2,0.64,257,232,191,6565,312,72,1335,93,18,58,66.45,14351,9536,2.5,0.14,1.59,238.0,13.0,152.0,JUJUY
322,LA RIOJA_ARAUCO,"Arauco, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,12.13,2.49,0.79,66.19,5.19,0.35,10.99,1.24,0.23,0.39,692,142,45,3775,296,20,627,71,13,22,61.97,10344,6410,9.44,0.11,1.48,605.0,7.0,95.0,LA RIOJA
323,LA RIOJA_CAPITAL,"Capital, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,24.89,4.13,2.24,43.9,4.66,0.6,16.51,2.16,0.37,0.54,17339,2880,1559,30577,3246,419,11499,1502,260,377,71.39,120780,86226,17.18,0.15,1.88,14817.0,126.0,1625.0,LA RIOJA
324,LA RIOJA_CASTRO BARROS,"Castro Barros, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,11.67,1.58,0.66,69.13,3.61,0.62,11.8,0.58,0.12,0.21,281,38,16,1664,87,15,284,14,3,5,76.22,3797,2894,16.1,0.55,0.17,466.0,16.0,5.0,LA RIOJA
325,LA RIOJA_CHAMICAL,"Chamical, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,19.23,5.2,0.53,50.82,2.06,0.16,20.24,0.83,0.31,0.62,1232,333,34,3256,132,10,1297,53,20,40,69.02,10410,7185,10.01,0.0,0.82,719.0,0.0,59.0,LA RIOJA
326,LA RIOJA_CHILECITO,"Chilecito, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,15.4,3.59,1.38,43.13,3.76,0.48,29.73,1.55,0.4,0.59,2837,662,254,7945,692,88,5477,286,74,108,70.23,31746,22295,16.03,0.09,1.24,3574.0,21.0,277.0,LA RIOJA
327,LA RIOJA_FAMATINA,"Famatina, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,13.11,2.05,0.82,54.26,2.33,0.82,23.31,2.02,0.51,0.75,383,60,24,1585,68,24,681,59,15,22,74.32,4704,3496,13.64,0.49,2.32,477.0,17.0,81.0,LA RIOJA
328,LA RIOJA_CORONEL FELIPE VARELA,"Felipe Varela, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,8.75,2.26,0.81,65.22,1.8,0.29,18.7,1.3,0.33,0.55,398,103,37,2968,82,13,851,59,15,25,72.6,7769,5640,18.65,0.04,0.62,1052.0,2.0,35.0,LA RIOJA
329,LA RIOJA_GENERAL ANGEL V. PEÑALOZA,"General Angel V. Peñaloza, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,12.84,0.63,0.21,62.95,1.12,0.14,21.61,0.28,0.21,0.0,183,9,3,897,16,2,308,4,3,0,71.32,2294,1636,12.65,0.0,0.24,207.0,0.0,4.0,LA RIOJA
330,LA RIOJA_GENERAL BELGRANO,"General Belgrano, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,20.21,2.14,0.72,55.05,2.68,0.16,17.25,1.01,0.16,0.63,642,68,23,1749,85,5,548,32,5,20,67.03,5483,3675,12.65,0.0,0.9,465.0,0.0,33.0,LA RIOJA
331,LA RIOJA_GENERAL LAMADRID,"General Lamadrid, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,7.75,0.6,0.3,67.2,0.7,0.0,22.13,1.01,0.2,0.1,77,6,3,668,7,0,220,10,2,1,68.81,1574,1083,8.13,0.0,0.09,88.0,0.0,1.0,LA RIOJA
332,LA RIOJA_GENERAL OCAMPO,"General Ocampo, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,9.18,1.52,0.54,79.51,1.4,0.2,6.95,0.26,0.09,0.34,321,53,19,2779,49,7,243,9,3,12,70.8,5720,4050,13.04,0.0,0.67,528.0,0.0,27.0,LA RIOJA
333,LA RIOJA_GENERAL SAN MARTIN,"General San Martin, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,14.04,1.64,0.23,65.45,2.07,0.05,15.16,0.75,0.23,0.38,299,35,5,1394,44,1,323,16,5,8,77.37,3412,2640,18.45,0.0,0.87,487.0,0.0,23.0,LA RIOJA
334,LA RIOJA_INDEPENDENCIA,"Independencia, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,12.85,1.24,1.33,68.66,1.58,0.58,10.95,1.58,0.33,0.91,155,15,16,828,19,7,132,19,4,11,70.08,2129,1492,18.63,0.27,0.27,278.0,4.0,4.0,LA RIOJA
335,LA RIOJA_GENERAL JUAN F. QUIROGA,"Juan Facundo Quiroga, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,23.73,0.81,0.46,58.6,2.49,0.56,11.91,0.66,0.25,0.51,466,16,9,1151,49,11,234,13,5,10,71.42,3181,2272,12.24,0.0,1.32,278.0,0.0,30.0,LA RIOJA
336,LA RIOJA_ROSARIO VERA PEÑALOZA,"Rosario Vera Peñaloza, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,18.01,1.7,1.13,66.72,1.62,0.21,9.04,0.75,0.36,0.46,1102,104,69,4082,99,13,553,46,22,28,68.01,10755,7315,15.35,0.0,1.01,1123.0,0.0,74.0,LA RIOJA
337,LA RIOJA_SAN BLAS DE LOS SAUCES,"San Blas De Los Sauces, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,14.9,2.43,0.81,63.77,2.11,0.27,14.09,0.92,0.32,0.38,276,45,15,1181,39,5,261,17,6,7,73.95,2944,2177,14.19,0.0,0.73,309.0,0.0,16.0,LA RIOJA
338,LA RIOJA_SANAGASTA,"Sanagasta, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,17.44,1.34,0.75,65.5,2.01,0.22,9.84,2.24,0.3,0.37,234,18,10,879,27,3,132,30,4,5,71.73,2359,1692,17.43,0.0,3.25,295.0,0.0,55.0,LA RIOJA
339,LA RIOJA_VINCHINA,"Vinchina, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,6.52,1.06,0.57,69.5,3.05,0.21,17.94,0.71,0.35,0.07,92,15,8,980,43,3,253,10,5,1,69.55,2289,1592,10.49,0.0,0.94,167.0,0.0,15.0,LA RIOJA
404,SALTA_ANTA,"Anta, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.2,1.77,0.85,76.11,7.04,0.21,10.55,1.91,0.23,1.14,50,448,215,19289,1783,53,2674,485,58,288,67.53,38047,25695,0.91,0.1,0.36,235.0,25.0,92.0,SALTA
405,SALTA_CACHI,"Cachi, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.0,3.31,1.56,66.73,7.82,0.33,17.11,2.02,0.49,0.63,0,121,57,2441,286,12,626,74,18,23,68.57,5470,3751,1.76,0.08,0.64,66.0,3.0,24.0,SALTA
406,SALTA_CAFAYATE,"Cafayate, Salta",ALIANZA FRENTE PARA LA VICTORIA,1.98,3.22,1.26,69.99,5.31,0.38,14.85,2.42,0.22,0.37,151,246,96,5342,405,29,1133,185,17,28,76.04,10265,7805,0.92,0.04,1.26,72.0,3.0,98.0,SALTA
407,SALTA_CAPITAL,"Capital, Salta",ALIANZA FRENTE PARA LA VICTORIA,4.27,8.12,6.6,49.9,9.27,0.88,16.55,3.74,0.38,0.29,11150,21184,17219,130215,24177,2290,43179,9771,1003,761,75.02,357640,268313,0.95,0.38,1.41,2559.0,1017.0,3788.0,SALTA
408,SALTA_CERRILLOS,"Cerrillos, Salta",ALIANZA FRENTE PARA LA VICTORIA,2.93,5.02,3.64,60.96,9.1,0.52,14.38,2.62,0.48,0.34,494,846,613,10266,1533,88,2422,441,81,57,78.79,21754,17139,0.7,0.21,0.83,120.0,36.0,142.0,SALTA
409,SALTA_CHICOANA,"Chicoana, Salta",ALIANZA FRENTE PARA LA VICTORIA,2.15,3.5,2.89,64.79,8.41,0.4,13.59,3.27,0.46,0.55,234,381,314,7051,915,43,1479,356,50,60,77.16,14358,11079,1.07,0.05,0.65,118.0,6.0,72.0,SALTA
410,SALTA_GENERAL GUEMES,"General Guemes, Salta",ALIANZA FRENTE PARA LA VICTORIA,3.18,2.51,2.3,72.73,6.03,0.38,10.26,2.09,0.3,0.24,750,592,543,17177,1424,89,2423,493,72,56,76.49,31380,24002,0.66,0.07,0.87,158.0,16.0,209.0,SALTA
411,SALTA_GUACHIPAS,"Guachipas, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.0,2.27,1.59,66.4,7.48,0.18,18.7,2.58,0.74,0.06,0,37,26,1083,122,3,305,42,12,1,60.41,2743,1657,1.33,0.0,0.24,22.0,0.0,4.0,SALTA
412,SALTA_IRUYA,"Iruya, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.0,0.91,0.95,86.82,2.64,0.18,6.09,1.82,0.32,0.27,0,20,21,1910,58,4,134,40,7,6,53.8,4409,2372,0.59,6.45,0.21,14.0,153.0,5.0,SALTA
413,SALTA_LA CALDERA,"La Caldera, Salta",ALIANZA FRENTE PARA LA VICTORIA,3.44,9.45,4.16,50.96,11.58,0.55,16.0,3.08,0.32,0.46,181,497,219,2681,609,29,842,162,17,24,77.79,6957,5412,0.87,0.63,1.29,47.0,34.0,70.0,SALTA
414,SALTA_LA CANDELARIA,"La Candelaria, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.0,2.39,0.67,70.71,9.3,0.29,13.2,3.0,0.0,0.44,0,82,23,2426,319,10,453,103,0,15,74.5,4709,3508,1.45,0.11,0.63,51.0,4.0,22.0,SALTA
415,SALTA_LA POMA,"La Poma, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.0,3.3,1.87,73.79,9.14,0.77,8.04,2.2,0.33,0.55,0,30,17,670,83,7,73,20,3,5,73.29,1269,930,1.18,0.54,0.65,11.0,5.0,6.0,SALTA
416,SALTA_LA VIÑA,"La Viña, Salta",ALIANZA FRENTE PARA LA VICTORIA,1.59,3.47,1.73,68.91,8.13,0.42,12.64,2.59,0.14,0.39,69,150,75,2983,352,18,547,112,6,17,76.26,5793,4418,1.13,0.05,0.84,50.0,2.0,37.0,SALTA
417,SALTA_LOS ANDES,"Los Andes, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.0,2.63,2.67,75.42,7.19,0.94,5.61,3.65,0.68,1.2,0,70,71,2004,191,25,149,97,18,32,60.0,4485,2691,0.93,0.0,0.33,25.0,0.0,9.0,SALTA
418,SALTA_METAN,"Metan, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.18,3.25,2.55,62.58,8.63,0.32,19.29,2.38,0.33,0.49,36,660,519,12725,1754,66,3922,484,68,99,71.71,29312,21020,1.12,1.46,0.69,235.0,306.0,146.0,SALTA
