,Unnamed: 0,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,distrito
381,381,NEUQUEN_LACAR,"Lacar, Neuquen",LA LIBERTAD AVANZA,4.51,0.0,0.43,1.76,32.19,36.83,0.88,0.28,0.41,1.27,0.69,0.99,0.0,0.0,19.75,1002.0,0.0,95.0,391.0,7154.0,8185.0,195.0,63.0,91.0,283.0,154.0,221.0,0.0,0.0,4388.0,71.79,33292,23900,3.89,0.09,3.04,930,22,NEUQUEN
382,382,NEUQUEN_LONCOPUE,"Loncopue, Neuquen",LA LIBERTAD AVANZA,2.82,0.0,1.04,3.03,15.41,44.55,1.78,0.68,0.74,3.42,1.31,1.4,0.0,0.0,23.82,95.0,0.0,35.0,102.0,519.0,1500.0,60.0,23.0,25.0,115.0,44.0,47.0,0.0,0.0,802.0,69.01,5925,4089,14.53,0.02,3.11,594,1,NEUQUEN
383,383,NEUQUEN_LOS LAGOS,"Los Lagos, Neuquen",LA LIBERTAD AVANZA,3.57,0.0,0.29,2.61,31.45,39.51,0.64,0.19,0.58,1.29,0.47,1.44,0.0,0.0,17.96,294.0,0.0,24.0,215.0,2593.0,3258.0,53.0,16.0,48.0,106.0,39.0,119.0,0.0,0.0,1481.0,64.62,13607,8793,3.41,0.08,2.73,300,7,NEUQUEN
384,384,NEUQUEN_MINAS,"Minas, Neuquen",LA LIBERTAD AVANZA,3.41,0.0,1.46,1.6,17.1,43.0,1.71,0.88,0.88,2.81,1.06,1.12,0.0,0.0,24.98,152.0,0.0,65.0,71.0,761.0,1914.0,76.0,39.0,39.0,125.0,47.0,50.0,0.0,0.0,1112.0,73.58,7431,5468,15.47,0.02,3.11,846,1,NEUQUEN
385,385,NEUQUEN_PEHUENCHES,"Pehuenches, Neuquen",LA LIBERTAD AVANZA,2.39,0.0,0.71,1.88,14.01,52.94,0.85,0.64,0.48,1.51,0.56,1.14,0.0,0.0,22.89,331.0,0.0,98.0,260.0,1939.0,7330.0,117.0,89.0,67.0,209.0,78.0,158.0,0.0,0.0,3169.0,68.9,22702,15642,9.1,0.03,2.35,1424,5,NEUQUEN
386,386,NEUQUEN_PICUN LEUFU,"Picun Leufu, Neuquen",LA LIBERTAD AVANZA,3.15,0.0,0.82,2.52,14.86,39.55,0.96,0.48,0.3,2.78,0.63,0.0,0.0,0.0,33.95,85.0,0.0,22.0,68.0,401.0,1067.0,26.0,13.0,8.0,75.0,17.0,0.0,0.0,0.0,916.0,71.86,4364,3136,11.19,0.13,2.65,351,4,NEUQUEN
387,387,NEUQUEN_PICUNCHES,"Picunches, Neuquen",LA LIBERTAD AVANZA,1.84,0.0,0.99,1.82,23.32,46.5,1.04,0.56,0.78,2.45,1.07,0.97,0.0,0.0,18.67,76.0,0.0,41.0,75.0,962.0,1918.0,43.0,23.0,32.0,101.0,44.0,40.0,0.0,0.0,770.0,73.6,6363,4683,9.76,0.06,2.09,457,3,NEUQUEN
388,388,NEUQUEN_ZAPALA,"Zapala, Neuquen",LA LIBERTAD AVANZA,4.23,0.0,0.67,2.41,24.05,43.64,1.03,0.43,0.44,2.46,0.64,1.15,0.0,0.0,18.86,1002.0,0.0,158.0,570.0,5697.0,10340.0,245.0,101.0,104.0,582.0,151.0,273.0,0.0,0.0,4469.0,75.54,34671,26189,6.64,0.03,2.87,1738,7,NEUQUEN
389,389,NEUQUEN_ÑORQUIN,"Ñorquin, Neuquen",LA LIBERTAD AVANZA,2.25,0.0,1.58,1.97,14.72,37.23,1.86,0.7,0.25,3.27,0.88,1.26,0.0,0.0,34.04,64.0,0.0,45.0,56.0,419.0,1060.0,53.0,20.0,7.0,93.0,25.0,36.0,0.0,0.0,969.0,68.14,4884,3328,11.93,0.27,2.25,397,9,NEUQUEN
390,390,RIO NEGRO_25 DE MAYO,"25 De Mayo, Rio Negro",UNION POR LA PATRIA,2.58,0.02,0.02,2.37,17.72,33.62,0.9,1.16,0.42,1.47,0.96,0.64,0.02,0.0,38.11,158.0,1.0,1.0,145.0,1084.0,2057.0,55.0,71.0,26.0,90.0,59.0,39.0,1.0,0.0,2332.0,56.37,12882,7261,12.81,0.28,2.64,930,20,RIO NEGRO
